Apelido,AtletaID,ClubeID,Participou,Pontos,Preco,Rodada,ano,dia,mes
Willian,42116,Cruzeiro,True,6.7,12.06,7,2014,25.0,5.0
Willian,42116,Cruzeiro,True,3.8,11.46,8,2014,28.0,5.0
Willian,42116,Cruzeiro,True,3.4,11.29,13,2014,2.0,8.0
Willian,42116,Cruzeiro,True,-0.3,10.59,14,2014,9.0,8.0
Willian,42116,Cruzeiro,True,6.7,11.95,15,2014,17.0,8.0
Willian,42116,Cruzeiro,True,0.5,10.7,16,2014,21.0,8.0
Willian,42116,Cruzeiro,True,2.0,11.1,17,2014,24.0,8.0
Willian,42116,Cruzeiro,True,0.5,10.72,18,2014,30.0,8.0
Willian,42116,Cruzeiro,True,-0.8,10.27,19,2014,7.0,9.0
Willian,42116,Cruzeiro,True,2.5,10.64,22,2014,17.0,9.0
Willian,42116,Cruzeiro,True,1.7,10.43,23,2014,21.0,9.0
Willian,42116,Cruzeiro,True,-1.1,9.95,24,2014,24.0,9.0
Willian,42116,Cruzeiro,True,4.6,10.82,26,2014,4.0,10.0
Willian,42116,Cruzeiro,True,0.5,10.01,27,2014,8.0,10.0
Willian,42116,Cruzeiro,True,-0.4,9.81,28,2014,12.0,10.0
Willian,42116,Cruzeiro,True,2.2,10.32,29,2014,19.0,10.0
Willian,42116,Cruzeiro,True,3.2,10.45,30,2014,22.0,10.0
Willian,42116,Cruzeiro,True,-1.1,9.6,31,2014,25.0,10.0
Willian,42116,Cruzeiro,True,10.4,11.4,33,2014,9.0,11.0
Willian,42116,Cruzeiro,True,6.9,11.17,34,2014,16.0,11.0
Willian,42116,Cruzeiro,True,3.1,10.55,35,2014,20.0,11.0
Willian,42116,Cruzeiro,True,7.3,11.33,36,2014,23.0,11.0
Willian,42116,Cruzeiro,True,0.8,10.18,38,2014,7.0,12.0
Willian,42116,Cruzeiro,True,4.1,16.25,1,2016,14.0,5.0
Willian,42116,Cruzeiro,True,0.6,14.06,2,2016,21.0,5.0
Willian,42116,Cruzeiro,True,2.1,13.33,3,2016,25.0,5.0
Willian,42116,Cruzeiro,True,6.1,14.08,4,2016,28.0,5.0
Willian,42116,Cruzeiro,True,1.7,13.2,5,2016,1.0,6.0
Willian,42116,Cruzeiro,True,2.4,12.98,6,2016,5.0,6.0
Willian,42116,Cruzeiro,True,0.0,12.14,8,2016,15.0,6.0
Willian,42116,Cruzeiro,True,-0.8,11.67,9,2016,19.0,6.0
Willian,42116,Cruzeiro,True,-2.8,10.93,10,2016,22.0,6.0
Willian,42116,Cruzeiro,True,18.1,15.03,11,2016,25.0,6.0
Willian,42116,Cruzeiro,True,-2.2,11.62,12,2016,29.0,6.0
Willian,42116,Cruzeiro,True,-1.0,11.59,13,2016,3.0,7.0
Willian,42116,Cruzeiro,True,1.0,11.83,14,2016,11.0,7.0
Willian,42116,Cruzeiro,True,2.5,12.23,15,2016,17.0,7.0
Willian,42116,Cruzeiro,True,17.5,15.08,16,2016,24.0,7.0
Willian,42116,Cruzeiro,True,-0.5,12.3,17,2016,31.0,7.0
Willian,42116,Cruzeiro,True,4.0,13.04,19,2016,8.0,8.0
Willian,42116,Cruzeiro,True,1.2,12.41,20,2016,14.0,8.0
Willian,42116,Cruzeiro,True,0.0,12.29,21,2016,21.0,8.0
Willian,42116,Cruzeiro,True,4.7,13.1,22,2016,28.0,8.0
Willian,42116,Cruzeiro,True,-1.4,11.82,24,2016,11.0,9.0
Willian,42116,Cruzeiro,True,3.3,12.61,25,2016,15.0,9.0
Willian,42116,Cruzeiro,True,-1.0,11.72,29,2016,8.0,10.0
Willian,42116,Cruzeiro,True,-0.5,11.49,30,2016,13.0,10.0
Willian,42116,Cruzeiro,True,2.6,12.09,31,2016,16.0,10.0
Willian,42116,Cruzeiro,True,1.3,11.97,32,2016,23.0,10.0
Willian,42116,Cruzeiro,True,1.4,11.96,33,2016,29.0,10.0
Willian,42116,Cruzeiro,True,12.9,13.91,34,2016,6.0,11.0
Willian,42116,Cruzeiro,True,1.2,12.3,35,2016,16.0,11.0
Willian,42116,Cruzeiro,True,2.6,12.23,36,2016,20.0,11.0
Willian,42116,Cruzeiro,True,-0.3,11.92,37,2016,27.0,11.0
Willian,42116,Palmeiras,True,-4.0,4.03,4,2017,4.0,6.0
Willian,42116,Palmeiras,True,1.2,4.53,5,2017,7.0,6.0
Willian,42116,Palmeiras,True,6.6,5.85,6,2017,10.0,6.0
Willian,42116,Palmeiras,True,0.3,4.86,7,2017,14.0,6.0
Willian,42116,Palmeiras,True,8.9,6.74,8,2017,18.0,6.0
Willian,42116,Palmeiras,True,1.2,5.69,10,2017,25.0,6.0
Willian,42116,Palmeiras,True,0.5,5.52,11,2017,1.0,7.0
Willian,42116,Palmeiras,True,5.6,6.56,12,2017,9.0,7.0
Willian,42116,Palmeiras,True,3.6,6.4,13,2017,12.0,7.0
Willian,42116,Palmeiras,True,5.9,7.0,14,2017,16.0,7.0
Willian,42116,Palmeiras,True,8.7,7.65,15,2017,19.0,7.0
Willian,42116,Palmeiras,True,2.2,6.61,21,2017,20.0,8.0
Willian,42116,Palmeiras,True,22.6,10.52,22,2017,27.0,8.0
Willian,42116,Palmeiras,True,1.8,7.37,23,2017,9.0,9.0
Willian,42116,Palmeiras,True,2.9,7.51,25,2017,24.0,9.0
Willian,42116,Palmeiras,True,1.9,7.45,26,2017,30.0,9.0
Willian,42116,Palmeiras,True,20.0,10.78,27,2017,12.0,10.0
Willian,42116,Palmeiras,True,7.4,8.91,28,2017,15.0,10.0
Willian,42116,Palmeiras,True,4.6,8.5,29,2017,19.0,10.0
Willian,42116,Palmeiras,True,6.4,8.73,35,2017,16.0,11.0
Willian,42116,Palmeiras,True,0.7,7.8,36,2017,20.0,11.0
Willian,42116,Palmeiras,True,0.0,7.67,37,2017,27.0,11.0
Willian,42116,Palmeiras,True,-0.5,7.51,38,2017,3.0,12.0
Felipe Santana,42140,Atlético-MG,True,8.1,9.25,4,2017,4.0,6.0
Felipe Santana,42140,Atlético-MG,True,0.1,7.87,6,2017,11.0,6.0
Felipe Santana,42140,Atlético-MG,True,2.3,8.14,7,2017,14.0,6.0
Felipe Santana,42140,Atlético-MG,True,-0.8,7.46,8,2017,18.0,6.0
Felipe Santana,42140,Atlético-MG,True,7.6,9.11,9,2017,21.0,6.0
Felipe Santana,42140,Atlético-MG,True,9.6,9.43,20,2017,13.0,8.0
Felipe Santana,42140,Atlético-MG,True,8.7,9.52,27,2017,11.0,10.0
Felipe Santana,42140,Atlético-MG,True,1.9,8.39,28,2017,15.0,10.0
Felipe Santana,42140,Atlético-MG,True,-0.8,7.86,29,2017,18.0,10.0
Egídio,42145,Cruzeiro,True,0.1,10.68,1,2014,20.0,4.0
Egídio,42145,Cruzeiro,True,7.7,11.12,3,2014,3.0,5.0
Egídio,42145,Cruzeiro,True,5.4,11.53,4,2014,11.0,5.0
Egídio,42145,Cruzeiro,True,13.5,14.39,5,2014,17.0,5.0
Egídio,42145,Cruzeiro,True,8.5,14.54,6,2014,21.0,5.0
Egídio,42145,Cruzeiro,True,-2.3,12.36,7,2014,25.0,5.0
Egídio,42145,Cruzeiro,True,1.1,12.33,8,2014,28.0,5.0
Egídio,42145,Cruzeiro,True,4.8,13.16,9,2014,1.0,6.0
Egídio,42145,Cruzeiro,True,6.2,13.88,10,2014,17.0,7.0
Egídio,42145,Cruzeiro,True,0.2,12.82,11,2014,20.0,7.0
Egídio,42145,Cruzeiro,True,5.4,13.7,12,2014,26.0,7.0
Egídio,42145,Cruzeiro,True,1.6,13.14,13,2014,2.0,8.0
Egídio,42145,Cruzeiro,True,4.0,13.59,14,2014,9.0,8.0
Egídio,42145,Cruzeiro,True,6.7,14.28,15,2014,17.0,8.0
Egídio,42145,Cruzeiro,True,5.2,13.92,16,2014,21.0,8.0
Egídio,42145,Cruzeiro,True,4.9,14.2,17,2014,24.0,8.0
Egídio,42145,Cruzeiro,True,4.8,13.8,22,2014,17.0,9.0
Egídio,42145,Cruzeiro,True,2.3,13.3,23,2014,21.0,9.0
Egídio,42145,Cruzeiro,True,1.0,13.13,24,2014,24.0,9.0
Egídio,42145,Cruzeiro,True,7.0,14.17,25,2014,27.0,9.0
Egídio,42145,Cruzeiro,True,-0.1,12.96,26,2014,4.0,10.0
Egídio,42145,Cruzeiro,True,-0.7,12.62,27,2014,8.0,10.0
Egídio,42145,Cruzeiro,True,-1.4,12.41,28,2014,12.0,10.0
Egídio,42145,Cruzeiro,True,5.2,13.65,29,2014,19.0,10.0
Egídio,42145,Cruzeiro,True,-4.5,11.86,30,2014,22.0,10.0
Egídio,42145,Cruzeiro,True,-1.8,12.06,31,2014,25.0,10.0
Egídio,42145,Cruzeiro,True,11.4,14.4,32,2014,2.0,11.0
Egídio,42145,Cruzeiro,True,-1.8,12.01,33,2014,9.0,11.0
Egídio,42145,Cruzeiro,True,2.8,12.84,35,2014,20.0,11.0
Egídio,42145,Cruzeiro,True,4.1,13.08,36,2014,23.0,11.0
Egídio,42145,Cruzeiro,True,-1.9,11.91,38,2014,7.0,12.0
Egídio,42145,Palmeiras,True,7.7,20.37,1,2016,14.0,5.0
Egídio,42145,Palmeiras,True,1.0,18.53,2,2016,21.0,5.0
Egídio,42145,Palmeiras,True,8.5,19.73,3,2016,25.0,5.0
Egídio,42145,Palmeiras,True,3.3,17.33,9,2016,18.0,6.0
Egídio,42145,Palmeiras,True,6.9,18.04,10,2016,21.0,6.0
Egídio,42145,Palmeiras,True,3.5,17.5,11,2016,25.0,6.0
Egídio,42145,Palmeiras,True,11.3,18.05,20,2016,14.0,8.0
Egídio,42145,Palmeiras,True,-0.6,16.27,21,2016,21.0,8.0
Egídio,42145,Palmeiras,True,6.2,16.83,26,2016,17.0,9.0
Egídio,42145,Palmeiras,True,6.0,16.99,27,2016,24.0,9.0
Egídio,42145,Palmeiras,True,0.3,15.88,28,2016,3.0,10.0
Egídio,42145,Palmeiras,True,7.3,17.16,29,2016,9.0,10.0
Egídio,42145,Palmeiras,True,-0.4,15.63,31,2016,16.0,10.0
Egídio,42145,Palmeiras,True,-1.2,15.51,35,2016,17.0,11.0
Egídio,42145,Palmeiras,True,6.8,6.66,4,2017,4.0,6.0
Egídio,42145,Palmeiras,True,0.4,5.63,5,2017,7.0,6.0
Egídio,42145,Palmeiras,True,5.8,6.44,8,2017,18.0,6.0
Egídio,42145,Palmeiras,True,8.3,7.37,9,2017,21.0,6.0
Egídio,42145,Palmeiras,True,6.0,7.38,11,2017,1.0,7.0
Egídio,42145,Palmeiras,True,5.6,7.61,12,2017,9.0,7.0
Egídio,42145,Palmeiras,True,2.3,7.17,13,2017,12.0,7.0
Egídio,42145,Palmeiras,True,2.0,7.16,14,2017,16.0,7.0
Egídio,42145,Palmeiras,True,9.4,8.52,16,2017,23.0,7.0
Egídio,42145,Palmeiras,True,11.4,9.12,17,2017,29.0,7.0
Egídio,42145,Palmeiras,True,-1.8,7.15,18,2017,2.0,8.0
Egídio,42145,Palmeiras,True,5.2,7.99,23,2017,9.0,9.0
Egídio,42145,Palmeiras,True,8.9,8.77,24,2017,18.0,9.0
Egídio,42145,Palmeiras,True,12.1,9.55,25,2017,24.0,9.0
Egídio,42145,Palmeiras,True,5.0,8.67,27,2017,12.0,10.0
Egídio,42145,Palmeiras,True,5.1,8.7,28,2017,15.0,10.0
Egídio,42145,Palmeiras,True,12.7,10.1,29,2017,19.0,10.0
Egídio,42145,Palmeiras,True,-0.2,8.07,30,2017,22.0,10.0
Egídio,42145,Palmeiras,True,1.3,8.21,31,2017,30.0,10.0
Egídio,42145,Palmeiras,True,4.5,8.8,32,2017,5.0,11.0
Egídio,42145,Palmeiras,True,4.1,8.81,33,2017,8.0,11.0
Fernando Bob,42213,Ponte Preta,True,4.8,9.37,8,2017,17.0,6.0
Fernando Bob,42213,Ponte Preta,True,-0.6,8.38,9,2017,22.0,6.0
Fernando Bob,42213,Ponte Preta,True,-0.4,8.11,11,2017,2.0,7.0
Fernando Bob,42213,Ponte Preta,True,2.3,8.54,12,2017,8.0,7.0
Fernando Bob,42213,Ponte Preta,True,5.4,9.2,13,2017,12.0,7.0
Fernando Bob,42213,Ponte Preta,True,2.7,8.85,14,2017,16.0,7.0
Fernando Bob,42213,Ponte Preta,True,0.9,8.36,15,2017,19.0,7.0
Fernando Bob,42213,Ponte Preta,True,4.3,8.56,22,2017,27.0,8.0
Fernando Bob,42213,Ponte Preta,True,0.6,7.97,23,2017,9.0,9.0
Fernando Bob,42213,Ponte Preta,True,-0.9,7.57,25,2017,24.0,9.0
Fernando Bob,42213,Ponte Preta,True,-3.2,7.1,27,2017,12.0,10.0
Fernando Bob,42213,Ponte Preta,True,0.1,7.35,30,2017,22.0,10.0
Fernando Bob,42213,Ponte Preta,True,-2.1,6.85,31,2017,29.0,10.0
Fernando Bob,42213,Ponte Preta,True,1.7,7.46,32,2017,5.0,11.0
Fernando Bob,42213,Ponte Preta,True,-5.5,6.2,33,2017,8.0,11.0
Fernando Bob,42213,Ponte Preta,True,3.6,7.49,36,2017,20.0,11.0
Osvaldo,42222,São Paulo,True,0.0,12.12,1,2014,20.0,4.0
Osvaldo,42222,São Paulo,True,6.0,12.04,2,2014,27.0,4.0
Osvaldo,42222,São Paulo,True,1.3,11.11,3,2014,3.0,5.0
Osvaldo,42222,São Paulo,True,-0.8,10.22,4,2014,11.0,5.0
Osvaldo,42222,São Paulo,True,5.2,11.44,5,2014,18.0,5.0
Osvaldo,42222,São Paulo,True,4.6,11.65,6,2014,21.0,5.0
Osvaldo,42222,São Paulo,True,-1.8,10.17,7,2014,24.0,5.0
Osvaldo,42222,São Paulo,True,5.2,11.13,8,2014,28.0,5.0
Osvaldo,42222,São Paulo,True,3.8,11.16,9,2014,31.0,5.0
Osvaldo,42222,São Paulo,True,3.0,11.29,10,2014,16.0,7.0
Osvaldo,42222,São Paulo,True,1.6,11.03,11,2014,19.0,7.0
Osvaldo,42222,São Paulo,True,-0.1,10.56,12,2014,27.0,7.0
Osvaldo,42222,São Paulo,True,3.9,11.19,14,2014,10.0,8.0
Osvaldo,42222,São Paulo,True,4.5,11.14,18,2014,31.0,8.0
Osvaldo,42222,São Paulo,True,-0.5,10.13,19,2014,7.0,9.0
Osvaldo,42222,São Paulo,True,5.4,11.24,20,2014,10.0,9.0
Osvaldo,42222,São Paulo,True,0.0,10.12,24,2014,24.0,9.0
Osvaldo,42222,São Paulo,True,1.0,10.22,25,2014,27.0,9.0
Osvaldo,42222,São Paulo,True,-0.3,9.93,26,2014,4.0,10.0
Osvaldo,42222,São Paulo,True,2.7,10.3,27,2014,8.0,10.0
Osvaldo,42222,São Paulo,True,-0.5,9.74,28,2014,12.0,10.0
Osvaldo,42222,São Paulo,True,3.1,10.32,30,2014,22.0,10.0
Osvaldo,42222,São Paulo,True,0.7,9.81,31,2014,27.0,10.0
Osvaldo,42222,São Paulo,True,6.3,10.61,33,2014,9.0,11.0
Osvaldo,42222,São Paulo,True,0.2,9.79,34,2014,16.0,11.0
Osvaldo,42222,São Paulo,True,-3.8,8.95,36,2014,23.0,11.0
Osvaldo,42222,São Paulo,True,4.7,10.38,37,2014,30.0,11.0
Osvaldo,42222,São Paulo,True,-0.8,9.36,38,2014,7.0,12.0
Osvaldo,42222,Fluminense,True,5.2,7.5,1,2016,15.0,5.0
Osvaldo,42222,Fluminense,True,1.6,8.12,2,2016,21.0,5.0
Osvaldo,42222,Fluminense,True,-1.6,6.81,3,2016,25.0,5.0
Osvaldo,42222,Fluminense,True,3.3,7.2,5,2016,1.0,6.0
Osvaldo,42222,Fluminense,True,-0.3,6.27,8,2016,16.0,6.0
Osvaldo,42222,Fluminense,True,0.0,6.05,10,2016,22.0,6.0
Osvaldo,42222,Fluminense,True,0.8,5.96,12,2016,29.0,6.0
Osvaldo,42222,Fluminense,True,-0.8,5.6,13,2016,2.0,7.0
Osvaldo,42222,Fluminense,True,2.4,6.16,14,2016,10.0,7.0
Osvaldo,42222,Fluminense,True,0.0,5.49,35,2016,15.0,11.0
Osvaldo,42222,Sport,True,-2.9,2.24,4,2017,4.0,6.0
Osvaldo,42222,Sport,True,7.8,4.59,5,2017,7.0,6.0
Osvaldo,42222,Sport,True,5.5,4.88,6,2017,10.0,6.0
Osvaldo,42222,Sport,True,-1.5,3.67,7,2017,14.0,6.0
Osvaldo,42222,Sport,True,1.8,4.2,8,2017,18.0,6.0
Osvaldo,42222,Sport,True,9.7,6.04,9,2017,21.0,6.0
Osvaldo,42222,Sport,True,8.5,6.47,10,2017,24.0,6.0
Osvaldo,42222,Sport,True,1.2,5.42,11,2017,2.0,7.0
Osvaldo,42222,Sport,True,2.5,5.72,12,2017,10.0,7.0
Osvaldo,42222,Sport,True,-0.3,5.22,13,2017,13.0,7.0
Osvaldo,42222,Sport,True,-0.1,4.97,18,2017,2.0,8.0
Osvaldo,42222,Sport,True,-1.0,4.68,19,2017,5.0,8.0
Osvaldo,42222,Sport,True,-0.3,4.62,23,2017,10.0,9.0
Osvaldo,42222,Sport,True,3.4,5.25,24,2017,17.0,9.0
Osvaldo,42222,Sport,True,3.7,5.38,26,2017,1.0,10.0
Osvaldo,42222,Sport,True,1.6,5.07,27,2017,12.0,10.0
Osvaldo,42222,Sport,True,-1.2,4.53,28,2017,15.0,10.0
Osvaldo,42222,Sport,True,0.0,4.66,29,2017,19.0,10.0
Osvaldo,42222,Sport,True,3.2,5.21,30,2017,22.0,10.0
Osvaldo,42222,Sport,True,6.7,5.83,31,2017,29.0,10.0
Osvaldo,42222,Sport,True,1.2,5.02,32,2017,5.0,11.0
Osvaldo,42222,Sport,True,1.6,5.1,33,2017,8.0,11.0
Osvaldo,42222,Sport,True,-0.2,4.75,34,2017,12.0,11.0
Osvaldo,42222,Sport,True,-2.0,4.34,38,2017,3.0,12.0
Amaral,42232,Coritiba,True,0.0,3.13,12,2016,29.0,6.0
Amaral,42232,Coritiba,True,4.0,3.71,20,2016,14.0,8.0
Amaral,42232,Coritiba,True,8.4,4.65,26,2016,18.0,9.0
Amaral,42232,Coritiba,True,3.9,4.14,33,2016,29.0,10.0
Amaral,42232,Coritiba,True,1.8,3.79,34,2016,6.0,11.0
Amaral,42232,Coritiba,True,-1.5,3.29,35,2016,16.0,11.0
Amaral,42232,Coritiba,True,5.1,4.35,36,2016,20.0,11.0
Amaral,42232,Coritiba,True,3.8,4.29,37,2016,28.0,11.0
Amaral,42232,Chapecoense,True,6.0,5.03,29,2017,18.0,10.0
Amaral,42232,Chapecoense,True,4.5,4.89,30,2017,22.0,10.0
Amaral,42232,Chapecoense,True,1.4,4.38,31,2017,28.0,10.0
Amaral,42232,Chapecoense,True,1.3,4.39,32,2017,5.0,11.0
Amaral,42232,Chapecoense,True,-3.5,3.56,33,2017,9.0,11.0
Amaral,42232,Chapecoense,True,0.7,4.16,34,2017,13.0,11.0
Amaral,42232,Chapecoense,True,0.7,4.18,35,2017,16.0,11.0
Amaral,42232,Chapecoense,True,2.3,4.44,36,2017,19.0,11.0
Amaral,42232,Chapecoense,True,-0.8,3.93,37,2017,26.0,11.0
Cássio,42234,Corinthians,True,7.4,20.0,1,2014,20.0,4.0
Cássio,42234,Corinthians,True,8.0,21.27,2,2014,27.0,4.0
Cássio,42234,Corinthians,True,-1.5,19.99,4,2014,11.0,5.0
Cássio,42234,Corinthians,True,1.0,19.79,5,2014,18.0,5.0
Cássio,42234,Corinthians,True,-2.3,18.44,6,2014,21.0,5.0
Cássio,42234,Corinthians,True,0.0,18.09,7,2014,25.0,5.0
Cássio,42234,Corinthians,True,3.7,17.99,10,2014,17.0,7.0
Cássio,42234,Corinthians,True,8.5,19.05,11,2014,20.0,7.0
Cássio,42234,Corinthians,True,4.7,18.43,12,2014,27.0,7.0
Cássio,42234,Corinthians,True,-1.0,17.33,16,2014,21.0,8.0
Cássio,42234,Corinthians,True,-4.0,16.78,17,2014,24.0,8.0
Cássio,42234,Corinthians,True,3.5,17.81,20,2014,11.0,9.0
Cássio,42234,Corinthians,True,7.7,18.54,21,2014,14.0,9.0
Cássio,42234,Corinthians,True,7.0,18.19,24,2014,24.0,9.0
Cássio,42234,Corinthians,True,-2.0,16.56,25,2014,28.0,9.0
Cássio,42234,Corinthians,True,9.5,18.35,27,2014,8.0,10.0
Cássio,42234,Corinthians,True,4.0,17.52,28,2014,1.0,6.0
Cássio,42234,Corinthians,True,5.2,17.94,29,2014,19.0,10.0
Cássio,42234,Corinthians,True,5.7,17.26,33,2014,9.0,11.0
Cássio,42234,Corinthians,True,6.5,17.77,34,2014,16.0,11.0
Cássio,42234,Corinthians,True,5.0,17.5,35,2014,19.0,11.0
Cássio,42234,Corinthians,True,3.0,17.18,36,2014,23.0,11.0
Cássio,42234,Corinthians,True,-10.0,14.87,37,2014,30.0,11.0
Cássio,42234,Corinthians,True,5.0,20.7,8,2016,16.0,6.0
Cássio,42234,Corinthians,True,-2.0,19.04,9,2016,19.0,6.0
Cássio,42234,Corinthians,True,-1.0,18.71,10,2016,22.0,6.0
Cássio,42234,Corinthians,True,-2.3,18.01,11,2016,25.0,6.0
Cássio,42234,Corinthians,True,5.0,18.93,12,2016,29.0,6.0
Cássio,42234,Corinthians,True,14.0,20.84,13,2016,3.0,7.0
Cássio,42234,Corinthians,True,8.0,20.22,14,2016,9.0,7.0
Cássio,42234,Corinthians,True,-1.5,18.26,16,2016,23.0,7.0
Cássio,42234,Corinthians,True,5.5,19.52,17,2016,31.0,7.0
Cássio,42234,Corinthians,True,-2.9,17.85,19,2016,8.0,8.0
Cássio,42234,Corinthians,True,6.0,19.1,20,2016,14.0,8.0
Cássio,42234,Corinthians,True,7.7,19.26,23,2016,8.0,9.0
Cássio,42234,Corinthians,True,-4.0,17.06,24,2016,11.0,9.0
Cássio,42234,Corinthians,True,1.0,17.8,25,2016,14.0,9.0
Cássio,42234,Corinthians,True,-1.3,17.25,26,2016,17.0,9.0
Cássio,42234,Corinthians,True,-8.0,15.1,34,2016,5.0,11.0
Cássio,42234,Corinthians,True,5.0,9.69,4,2017,3.0,6.0
Cássio,42234,Corinthians,True,1.9,9.15,5,2017,7.0,6.0
Cássio,42234,Corinthians,True,-1.0,8.33,6,2017,11.0,6.0
Cássio,42234,Corinthians,True,11.0,10.81,7,2017,14.0,6.0
Cássio,42234,Corinthians,True,7.7,10.87,8,2017,18.0,6.0
Cássio,42234,Corinthians,True,16.0,13.59,10,2017,25.0,6.0
Cássio,42234,Corinthians,True,5.5,12.28,11,2017,2.0,7.0
Cássio,42234,Corinthians,True,15.0,14.5,12,2017,8.0,7.0
Cássio,42234,Corinthians,True,3.7,12.9,13,2017,12.0,7.0
Cássio,42234,Corinthians,True,8.0,13.61,16,2017,23.0,7.0
Cássio,42234,Corinthians,True,1.5,12.39,17,2017,30.0,7.0
Cássio,42234,Corinthians,True,6.7,13.58,19,2017,5.0,8.0
Cássio,42234,Corinthians,True,1.0,12.44,21,2017,19.0,8.0
Cássio,42234,Corinthians,True,4.0,13.09,22,2017,26.0,8.0
Cássio,42234,Corinthians,True,5.0,13.33,23,2017,10.0,9.0
Cássio,42234,Corinthians,True,4.5,13.51,25,2017,24.0,9.0
Cássio,42234,Corinthians,True,1.2,13.11,26,2017,1.0,10.0
Cássio,42234,Corinthians,True,7.0,14.12,27,2017,11.0,10.0
Cássio,42234,Corinthians,True,8.5,14.19,29,2017,18.0,10.0
Cássio,42234,Corinthians,True,0.7,12.72,31,2017,29.0,10.0
Cássio,42234,Corinthians,True,-6.0,11.54,32,2017,5.0,11.0
Cássio,42234,Corinthians,True,-6.6,10.94,36,2017,19.0,11.0
Cássio,42234,Corinthians,True,1.7,12.22,37,2017,26.0,11.0
Felipe Garcia,42330,Fluminense,True,-1.9,1.1,6,2014,21.0,5.0
Felipe Garcia,42330,Fluminense,True,7.7,3.24,7,2014,24.0,5.0
Felipe Garcia,42330,Fluminense,True,-4.0,1.11,8,2014,28.0,5.0
Felipe Garcia,42330,Atlético-GO,True,3.0,7.1,4,2017,5.0,6.0
Felipe Garcia,42330,Atlético-GO,True,7.7,8.56,5,2017,8.0,6.0
Felipe Garcia,42330,Atlético-GO,True,11.0,10.15,6,2017,11.0,6.0
Felipe Garcia,42330,Atlético-GO,True,-4.6,7.33,7,2017,14.0,6.0
Felipe Garcia,42330,Atlético-GO,True,3.7,8.63,8,2017,17.0,6.0
Felipe Garcia,42330,Atlético-GO,True,4.5,8.97,9,2017,21.0,6.0
Felipe Garcia,42330,Atlético-GO,True,1.0,8.45,10,2017,25.0,6.0
Felipe Garcia,42330,Atlético-GO,True,-2.0,7.74,11,2017,1.0,7.0
Felipe Garcia,42330,Atlético-GO,True,-1.3,7.67,12,2017,8.0,7.0
Felipe Garcia,42330,Atlético-GO,True,-4.6,6.8,13,2017,13.0,7.0
Felipe Garcia,42330,Atlético-GO,True,-4.3,6.52,14,2017,16.0,7.0
Felipe Garcia,42330,Atlético-GO,True,0.0,6.69,19,2017,5.0,8.0
Felipe Garcia,42330,Atlético-GO,True,4.9,7.58,20,2017,12.0,8.0
Bruno,42499,Fluminense,True,3.9,12.8,1,2014,19.0,4.0
Bruno,42499,Fluminense,True,5.6,13.58,2,2014,26.0,4.0
Bruno,42499,Fluminense,True,-3.4,11.0,3,2014,3.0,5.0
Bruno,42499,Fluminense,True,3.6,11.99,4,2014,11.0,5.0
Bruno,42499,Fluminense,True,2.1,11.73,5,2014,18.0,5.0
Bruno,42499,Fluminense,True,0.5,10.46,8,2014,28.0,5.0
Bruno,42499,Fluminense,True,4.2,11.24,9,2014,1.0,6.0
Bruno,42499,Fluminense,True,6.2,12.03,10,2014,16.0,7.0
Bruno,42499,Fluminense,True,3.8,11.78,11,2014,20.0,7.0
Bruno,42499,Fluminense,True,3.5,11.74,12,2014,27.0,7.0
Bruno,42499,Fluminense,True,5.9,12.38,13,2014,3.0,8.0
Bruno,42499,Fluminense,True,3.4,12.07,14,2014,9.0,8.0
Bruno,42499,Fluminense,True,-2.1,11.03,15,2014,17.0,8.0
Bruno,42499,Fluminense,True,0.9,11.21,16,2014,20.0,8.0
Bruno,42499,Fluminense,True,8.6,12.89,17,2014,24.0,8.0
Bruno,42499,Fluminense,True,3.8,12.13,18,2014,31.0,8.0
Bruno,42499,Fluminense,True,1.0,11.5,19,2014,7.0,9.0
Bruno,42499,Fluminense,True,-4.8,10.38,20,2014,10.0,9.0
Bruno,42499,Fluminense,True,0.1,10.91,22,2014,17.0,9.0
Bruno,42499,Fluminense,True,4.0,11.5,23,2014,21.0,9.0
Bruno,42499,Fluminense,True,3.0,11.44,24,2014,24.0,9.0
Bruno,42499,Fluminense,True,1.1,11.07,25,2014,27.0,9.0
Bruno,42499,Fluminense,True,1.0,11.01,26,2014,4.0,10.0
Bruno,42499,Fluminense,True,8.0,12.14,27,2014,9.0,10.0
Bruno,42499,Fluminense,True,1.6,11.13,28,2014,12.0,10.0
Bruno,42499,Fluminense,True,-3.7,10.24,29,2014,18.0,10.0
Bruno,42499,Fluminense,True,3.9,11.25,31,2014,25.0,10.0
Bruno,42499,Fluminense,True,5.4,11.61,32,2014,1.0,11.0
Bruno,42499,Fluminense,True,0.3,10.58,33,2014,8.0,11.0
Bruno,42499,São Paulo,True,-2.3,5.87,2,2016,22.0,5.0
Bruno,42499,São Paulo,True,3.9,6.63,3,2016,25.0,5.0
Bruno,42499,São Paulo,True,11.4,9.25,4,2016,29.0,5.0
Bruno,42499,São Paulo,True,4.6,8.82,5,2016,1.0,6.0
Bruno,42499,São Paulo,True,10.3,10.5,6,2016,5.0,6.0
Bruno,42499,São Paulo,True,-5.6,7.65,7,2016,11.0,6.0
Bruno,42499,São Paulo,True,2.9,8.86,8,2016,15.0,6.0
Bruno,42499,São Paulo,True,2.8,8.9,9,2016,19.0,6.0
