atletas.apelido,atletas.rodada_id,atletas.pontos_num,atletas.preco_num,atletas.clube.id.full.name
Dodi,9,0.0,2.96,Fluminense
Igor Rabello,9,8.0,10.65,Botafogo
Leandrinho,9,0.0,3.0,Botafogo
Andrigo,9,0.0,5.6,Sport
Róger Guedes,9,17.6,16.64,Atlético-MG
Nickson,9,0.0,1.48,Vitória
Bruno Henrique,9,0.0,9.57,Santos
Bruno Pacheco,9,4.5,5.86,Chapecoense
Arthur,9,0.0,16.8,Grêmio
David,9,0.0,4.02,Cruzeiro
Jailson,9,1.2,3.99,Grêmio
Moisés,9,0.1,6.08,Botafogo
Diego,9,0.0,4.48,Paraná
Cascardo,9,0.0,4.0,Atlético-PR
Yuri,9,0.0,4.0,Santos
Luiz Fernando ,9,1.7,3.42,Botafogo
Matheus Pereira,9,0.0,4.39,Paraná
Alex,9,0.0,1.0,Atlético-PR
Fabrício Bruno,9,0.0,6.0,Chapecoense
Elias,9,-1.0,2.44,Vitória
Evandro,9,0.0,3.0,Sport
Pavez,9,0.0,6.24,Atlético-PR
Lucas Fernandes,9,0.4,5.04,Vitória
Jean,9,0.0,8.0,São Paulo
Pepê,9,0.5,2.17,Grêmio
Thiago,9,0.0,4.0,Flamengo
Marlos,9,0.0,3.39,Flamengo
Flávio,9,5.5,3.56,Bahia
Ronaldo,9,0.0,3.0,Vitória
Fernandinho,9,0.5,1.72,Bahia
Jesiel,9,3.1,3.75,Paraná
Éder ,9,0.0,3.0,Atlético-PR
Raphael Alemão,9,0.0,4.45,Paraná
Arboleda,9,0.0,9.63,São Paulo
Bruno Bispo,9,0.0,5.0,Vitória
Rafinha,9,0.0,3.0,Ceará
Igor,9,0.2,2.02,Paraná
Leonardo Valencia,9,7.9,9.01,Botafogo
Lucas Perri,9,0.0,1.0,São Paulo
Adryelson,9,0.0,3.0,Sport
Kazim,9,0.7,3.14,Corinthians
Marlon,9,0.3,5.17,Fluminense
João Pedro,9,0.0,1.74,Botafogo
Caíque França,9,0.0,2.0,Corinthians
Diego Ferreira,9,0.0,3.0,Atlético-PR
Zé Ivaldo,9,2.4,3.88,Atlético-PR
Diogo Vitor,9,0.0,2.0,Santos
Everson,9,0.0,4.01,Bahia
Christian,9,0.9,9.18,América-MG
Giovanny ,9,0.0,4.0,Atlético-PR
Lucas Marques,9,0.9,3.18,Vitória
Luis Henrique,9,0.0,2.0,Grêmio
Kanu,9,0.0,2.0,Botafogo
Arthur,9,0.0,3.9,Ceará
Alemão,9,0.0,7.8,Paraná
Gabriel Félix,9,0.0,3.0,Vasco
Jair Ventura,9,8.09,11.61,Santos
Caíque,9,0.0,3.5,Vitória
Aguirre,9,-0.8,0.75,Botafogo
Kaio,9,0.0,3.0,Grêmio
De Amores,9,0.0,3.0,Fluminense
Raul,9,0.0,2.0,Vasco
Mateus Vital,9,-0.6,5.43,Corinthians
Douglas,9,0.0,2.78,Fluminense
Ronaldo,9,0.0,3.0,Flamengo
Michel,9,0.0,2.0,América-MG
Léo Tilica,9,0.0,2.0,Grêmio
Deyverson,9,0.0,1.88,Palmeiras
Joel Carli,9,2.3,3.52,Botafogo
Aderllan,9,2.4,1.92,Vitória
Klaus,9,0.0,2.61,Internacional
Odair Hellmann,9,4.84,11.16,Internacional
Patrick Brey,9,0.0,2.0,Cruzeiro
Lucas Veríssimo,9,0.9,8.57,Santos
Yan,9,0.0,1.0,Palmeiras
Michael,9,0.0,1.0,Atlético-MG
Evander,9,0.0,5.68,Vasco
Báez,9,0.0,1.77,Paraná
Lucas França,9,0.0,3.0,Cruzeiro
Andrey,9,16.9,7.27,Vasco
Keiller,9,0.0,3.0,Internacional
Cleiton,9,0.0,2.0,Atlético-MG
Rodrigo Becão,9,0.0,3.61,Bahia
Marcinho,9,-1.1,6.05,Botafogo
John Victor,9,0.0,1.0,Santos
Caio Monteiro,9,0.0,5.2,Vasco
Ribamar,9,0.0,4.48,Atlético-PR
Felipe Vizeu,9,7.7,5.86,Flamengo
Matheusinho,9,0.0,4.0,América-MG
Alan Cardoso,9,0.0,3.0,Vasco
Matheus Fernandes,9,0.0,13.56,Botafogo
Lucas Ferreira,9,0.0,2.0,Sport
Maycon,9,4.4,4.04,Corinthians
Diego Pituca,9,14.7,3.97,Santos
Léo Duarte,9,12.1,9.65,Flamengo
Guilherme,9,0.0,5.39,Chapecoense
Juninho Piauiense,9,-1.3,2.22,Ceará
Luidy,9,0.0,4.0,Ceará
Perotti,9,0.0,2.0,Chapecoense
Capixaba,9,0.0,1.86,América-MG
Léo Principe,9,0.0,4.0,Corinthians
Raphael Veiga,9,0.0,4.93,Atlético-PR
Mateus Norton,9,0.0,2.11,Fluminense
Lucas Paquetá,9,10.7,23.32,Flamengo
Lucas Fernandes,9,0.0,4.79,São Paulo
Deijair ,9,0.0,1.0,Bahia
Luís Fernando,9,0.0,1.0,Bahia
Juninho Capixaba,9,0.0,4.94,Corinthians
Pedro,9,0.0,14.04,Fluminense
Felipinho,9,0.0,2.0,Bahia
Bill,9,0.0,1.56,Atlético-PR
Geovane Itinga,9,0.0,2.0,Bahia
Yago,9,0.0,2.0,Atlético-PR
Índio,9,0.0,2.0,Sport
Victor Luiz,9,0.0,1.0,Cruzeiro
Luquinhas,9,0.0,1.0,Fluminense
Júnior,9,6.4,6.19,Paraná
Marco Antônio,9,0.0,1.89,Bahia
Nicolas,9,0.0,4.0,Atlético-PR
Fabrício,9,0.0,1.33,Sport
Gregore,9,0.0,6.95,Bahia
Bruno Xavier,9,0.0,2.0,Corinthians
Trauco,9,0.0,7.34,Flamengo
Marcinho,9,0.0,4.0,Atlético-PR
Gustavo Bochecha,9,0.0,4.17,Botafogo
Marcelo Benevenuto,9,0.0,8.0,Botafogo
Vico,9,0.0,1.0,Grêmio
Artur,9,0.0,3.0,Palmeiras
Felipe,9,0.0,1.0,Bahia
Jhony,9,0.0,3.0,Paraná
Araruna,9,0.0,2.07,São Paulo
Léo Santos,9,0.0,2.0,Corinthians
Caíque,9,0.0,1.0,São Paulo
Hugo Borges,9,0.0,2.0,Vasco
Caprini,9,0.0,2.0,Atlético-PR
Ítalo,9,0.0,0.73,Bahia
Cassiano,9,0.0,1.0,Bahia
Gabriel Pires,9,0.0,4.0,Paraná
Daniel Fuzato,9,0.0,2.0,Palmeiras
Lima,9,2.0,2.16,Grêmio
Renan Lodi,9,3.0,2.48,Atlético-PR
Daniel,9,0.0,1.0,Internacional
Emerson,9,-0.3,4.51,Atlético-MG
Charles,9,0.0,5.0,Internacional
Pablo Pardal,9,0.0,2.0,Sport
Luis Henrique,9,0.0,1.0,América-MG
Arthur Gomes,9,0.0,3.63,Santos
Jori,9,-2.3,6.91,América-MG
Pachu,9,0.0,2.55,Botafogo
Zé Ricardo,9,0.0,1.46,América-MG
Mantuan,9,2.2,3.99,Corinthians
Gabriel Furtado,9,0.0,2.0,Palmeiras
Wesley Dias,9,-3.0,0.75,Paraná
Marcos Calazans,9,0.0,3.0,Fluminense
Dudu,9,0.0,4.0,Internacional
Matheus Alessandro,9,1.8,3.13,Fluminense
Hiago,9,0.0,2.0,Chapecoense
Frazan,9,0.0,3.74,Fluminense
Marco Túlio,9,0.0,1.0,Atlético-MG
Shaylon,9,0.0,2.92,São Paulo
Fernando,9,0.0,1.0,Atlético-MG
Lepu,9,0.0,2.0,Bahia
Ruan,9,0.0,3.0,Internacional
Iago,9,12.1,11.58,Internacional
Tomás Andrade,9,1.2,3.76,Atlético-MG
Léo Ortiz,9,0.0,3.1,Sport
Jhemerson,9,0.0,3.0,Vitória
Murilo,9,0.0,8.07,Cruzeiro
Nonoca,9,0.0,3.0,Sport
Matheus Anjos,9,0.0,2.0,Atlético-PR
Sander,9,5.9,9.91,Sport
Maílson,9,0.0,5.14,Sport
Cedric,9,0.0,3.0,Vitória
Rafael,9,0.0,1.0,Flamengo
Ibañez,9,0.0,5.99,Fluminense
Erick,9,0.0,1.0,América-MG
Vitão,9,0.0,2.0,Palmeiras
Estevão,9,0.0,1.0,Grêmio
Gabriel Batista,9,0.0,3.0,Flamengo
Bruno Guimarães,9,0.0,6.03,Atlético-PR
Marcos Vinícius ,9,0.0,2.0,Chapecoense
Caio,9,0.0,1.0,Sport
Richard,9,0.0,1.0,Internacional
Bruno,9,0.0,1.0,Chapecoense
Tiepo,9,0.0,2.0,Chapecoense
Kendy,9,0.0,1.0,Chapecoense
Felipinho,9,0.0,1.0,América-MG
