"time";"ano";"rodada";"data_confronto";"local";"gol";"razao_vitoria";"razao_empate";"razao_derrota";"media_gols";"media_gols_sofridos";"expectativa_gols";"forma";"elo";"exp_vitoria";"tipo_vencedor";"vitoria";"vencedor";"pontos";"preco"
"criciúma";2014;28;"2014-10-12";"C";3;0.2923;0.2462;0.4615;1.0000;1.4923;1.0000;7.0000;1003.7700;"E";"M";1;"criciúma";0.00;0.00
"são paulo";2014;28;"2014-10-12";"F";0;0.4308;0.3077;0.3385;1.2923;1.1231;0.0000;15.0000;999.4125;"M";"M";0;"atlético-mg";12.60;52.25
"criciúma";2014;29;"2014-10-18";"F";2;0.3030;0.2879;0.4545;1.0303;1.4697;0.0000;14.0000;1003.7700;"M";"M";0;"fluminense";0.00;0.00
"goiás";2014;29;"2014-10-18";"C";0;0.3939;0.2727;0.3333;1.1667;1.0909;1.0000;14.0000;1000.2700;"M";"E";0;"empate";0.00;0.00
"são paulo";2014;29;"2014-10-18";"C";2;0.4242;0.2273;0.3485;1.2727;1.1212;1.0000;9.0000;999.9125;"E";"M";1;"são paulo";4.40;36.10
"atlético-mg";2014;29;"2014-10-18";"C";1;0.4242;0.3030;0.2727;1.3030;1.0152;2.0000;11.0000;997.6750;"M";"M";1;"atlético-mg";24.40;58.49
"bahia";2014;29;"2014-10-18";"F";1;0.2879;0.2273;0.3939;0.9091;1.0909;1.0000;1.0000;1003.9550;"E";"M";0;"são paulo";19.90;13.22
"grêmio";2014;29;"2014-10-18";"F";0;0.4697;0.2727;0.2576;1.0000;0.7879;0.0000;6.0000;1001.5125;"M";"E";0;"empate";18.10;66.64
"fluminense";2014;29;"2014-10-18";"C";4;0.3485;0.2879;0.3636;1.2879;1.1364;2.0000;3.0000;1006.0600;"M";"M";1;"fluminense";27.50;104.69
"chapecoense";2014;29;"2014-10-18";"F";0;0.3214;0.7143;0.4286;1.0357;1.1071;0.0000;15.0000;1005.2700;"M";"M";0;"atlético-mg";2.70;27.54
"santos";2014;29;"2014-10-19";"F";3;0.4091;0.0606;0.3182;1.2727;0.9697;1.0000;9.0000;997.4200;"E";"V";1;"santos";18.60;96.62
"sport";2014;29;"2014-10-19";"F";1;0.3571;0.5357;0.4286;0.7857;1.2500;0.0000;0.0000;1005.5900;"M";"E";0;"empate";15.20;44.73
"corinthians";2014;29;"2014-10-19";"F";2;0.3485;0.3030;0.2424;0.9091;0.6212;0.0000;9.0000;1006.0425;"E";"V";1;"corinthians";29.00;125.09
"flamengo";2014;29;"2014-10-19";"F";1;0.3333;0.2576;0.3636;1.0758;1.1970;0.0000;15.0000;998.2775;"M";"M";0;"athlético-pr";15.20;60.25
"figueirense";2014;29;"2014-10-19";"C";4;0.3214;0.1786;0.5000;0.8929;1.4286;1.0000;0.0000;1009.1000;"M";"M";1;"figueirense";11.90;12.41
"vitória";2014;29;"2014-10-19";"C";0;0.3636;0.2727;0.3636;1.3485;1.3939;1.0000;14.0000;997.2700;"E";"V";0;"cruzeiro";14.70;40.28
"palmeiras";2014;29;"2014-10-19";"C";1;0.3571;0.1429;0.5000;1.0000;1.5000;1.0000;18.0000;994.7400;"E";"V";0;"santos";8.60;59.38
"internacional";2014;29;"2014-10-19";"C";1;0.3939;0.3030;0.3030;1.3485;1.2121;0.0000;9.0000;993.2200;"E";"V";0;"corinthians";9.70;49.91
"coritiba";2014;29;"2014-10-19";"F";0;0.2879;0.0758;0.4091;1.0303;1.1515;0.0000;9.0000;999.8975;"M";"M";0;"figueirense";0.70;23.45
"botafogo-rj";2014;29;"2014-10-19";"C";1;0.3788;0.2273;0.3939;1.2424;1.1364;1.0000;9.0000;985.6475;"M";"E";0;"empate";11.30;41.80
"cruzeiro";2014;29;"2014-10-19";"F";1;0.6061;0.2727;0.2121;1.9394;1.0152;1.0000;5.0000;991.1450;"E";"V";1;"cruzeiro";46.30;116.33
"athlético-pr";2014;29;"2014-10-19";"C";2;0.4091;0.2576;0.3333;1.4545;1.2727;1.0000;9.0000;996.3325;"M";"M";1;"athlético-pr";7.50;40.35
"bahia";2014;30;"2014-10-21";"C";1;0.2836;0.3134;0.4030;0.9104;1.1045;0.0000;0.0000;1003.9550;"E";"E";0;"empate";4.00;10.76
"atlético-mg";2014;30;"2014-10-21";"F";1;0.4328;0.3134;0.2687;1.2985;1.0000;0.0000;16.0000;997.6750;"E";"E";0;"empate";10.30;55.93
"santos";2014;30;"2014-10-22";"C";0;0.4179;0.2687;0.3134;1.2985;0.9701;1.0000;12.0000;996.4200;"M";"V";0;"fluminense";0.00;76.56
"botafogo-rj";2014;30;"2014-10-22";"F";0;0.3731;0.2985;0.3881;1.2388;1.1343;0.0000;9.0000;985.6475;"M";"M";0;"coritiba";8.10;48.26
"cruzeiro";2014;30;"2014-10-22";"C";1;0.6119;0.1791;0.2090;1.9254;1.0000;3.0000;9.0000;990.6450;"M";"E";0;"empate";13.30;104.70
"figueirense";2014;30;"2014-10-22";"F";0;0.3448;0.6552;0.4828;1.0000;1.3793;0.0000;9.0000;1009.1000;"M";"M";0;"grêmio";6.30;23.75
"goiás";2014;30;"2014-10-22";"F";1;0.3881;0.1045;0.3284;1.1493;1.0746;0.0000;10.0000;1001.2700;"M";"V";1;"goiás";0.00;0.00
"criciúma";2014;30;"2014-10-22";"C";0;0.2985;0.2388;0.4627;1.0448;1.5075;1.0000;6.0000;1003.2700;"E";"V";0;"athlético-pr";0.00;0.00
"flamengo";2014;30;"2014-10-22";"C";2;0.3284;0.2985;0.3731;1.0746;1.2090;1.0000;9.0000;999.0275;"E";"M";1;"flamengo";36.90;69.73
"athlético-pr";2014;30;"2014-10-22";"F";1;0.4179;0.2388;0.3284;1.4627;1.2687;1.0000;15.0000;996.8325;"E";"V";1;"athlético-pr";25.00;41.78
"corinthians";2014;30;"2014-10-22";"C";2;0.3582;0.4030;0.2388;0.9254;0.6269;1.0000;12.0000;1006.0425;"M";"M";1;"corinthians";18.20;85.87
"chapecoense";2014;30;"2014-10-22";"C";0;0.3103;0.2414;0.4483;1.0000;1.1034;1.0000;9.0000;1004.7700;"M";"E";0;"empate";21.10;35.76
"grêmio";2014;30;"2014-10-22";"C";1;0.4627;0.2836;0.2537;0.9851;0.7761;1.0000;6.0000;1001.5125;"M";"M";1;"grêmio";41.40;63.45
"internacional";2014;30;"2014-10-22";"F";0;0.3881;0.2985;0.3134;1.3433;1.2239;1.0000;6.0000;992.4700;"E";"M";0;"flamengo";5.30;48.65
"são paulo";2014;30;"2014-10-22";"F";0;0.4328;0.1045;0.3433;1.2836;1.1194;0.0000;12.0000;1000.4125;"M";"E";0;"empate";6.50;13.43
"palmeiras";2014;30;"2014-10-22";"F";1;0.3448;0.4138;0.5172;1.0000;1.5517;0.0000;9.0000;995.2400;"M";"E";0;"empate";27.60;58.22
"fluminense";2014;30;"2014-10-22";"F";1;0.3582;0.2687;0.3582;1.3284;1.1493;0.0000;10.0000;1007.0600;"M";"V";1;"fluminense";18.50;71.30
"sport";2014;30;"2014-10-22";"C";0;0.3448;0.2414;0.4138;0.7931;1.2414;1.0000;3.0000;1004.5900;"M";"V";0;"goiás";16.50;52.64
"vitória";2014;30;"2014-10-22";"F";1;0.3582;0.4030;0.3731;1.3284;1.3881;0.0000;7.0000;997.2700;"M";"M";0;"corinthians";5.90;32.26
"coritiba";2014;30;"2014-10-22";"C";2;0.2836;0.2985;0.4179;1.0149;1.1940;1.0000;3.0000;999.8975;"M";"M";1;"coritiba";5.80;17.55
"corinthians";2014;31;"2014-10-25";"F";1;0.3676;0.0735;0.2353;0.9412;0.6324;0.0000;15.0000;1006.0425;"E";"E";0;"empate";25.40;86.84
"chapecoense";2014;31;"2014-10-25";"C";1;0.3000;0.2667;0.4333;0.9667;1.0667;1.0000;6.0000;1004.2700;"M";"E";0;"empate";13.90;39.23
"sport";2014;31;"2014-10-25";"F";2;0.3333;0.7000;0.4333;0.7667;1.2333;0.0000;0.0000;1004.5900;"M";"M";0;"atlético-mg";16.40;45.52
"internacional";2014;31;"2014-10-25";"C";2;0.3824;0.2941;0.3235;1.3235;1.2353;1.0000;3.0000;993.2200;"E";"M";1;"internacional";24.80;44.18
"coritiba";2014;31;"2014-10-25";"C";1;0.2941;0.2941;0.4118;1.0294;1.1765;0.0000;9.0000;999.8975;"E";"E";0;"empate";4.20;17.13
"atlético-mg";2014;31;"2014-10-25";"C";3;0.4265;0.3088;0.2647;1.2941;1.0000;2.0000;12.0000;997.6750;"M";"M";1;"atlético-mg";22.60;58.48
"palmeiras";2014;31;"2014-10-25";"C";1;0.3333;0.1667;0.5000;1.0000;1.5333;0.0000;6.0000;995.2400;"E";"E";0;"empate";16.40;61.61
"grêmio";2014;31;"2014-10-25";"F";1;0.4706;0.2941;0.2500;0.9853;0.7647;0.0000;9.0000;1001.5125;"E";"E";0;"empate";27.30;78.69
"criciúma";2014;31;"2014-10-25";"F";1;0.2941;0.2647;0.4706;1.0294;1.5000;0.0000;3.0000;1003.2700;"M";"M";0;"vitória";0.00;0.00
"cruzeiro";2014;31;"2014-10-25";"F";1;0.6029;0.0735;0.2059;1.9118;1.0000;1.0000;9.0000;990.6450;"E";"E";0;"empate";17.00;93.70
"botafogo-rj";2014;31;"2014-10-25";"C";2;0.3676;0.2353;0.3971;1.2206;1.1471;1.0000;5.0000;985.6475;"M";"M";1;"botafogo-rj";13.20;46.01
"vitória";2014;31;"2014-10-25";"C";3;0.3529;0.2647;0.3824;1.3235;1.3971;1.0000;3.0000;997.2700;"M";"M";1;"vitória";25.80;40.24
"figueirense";2014;31;"2014-10-25";"C";1;0.3333;0.1667;0.5000;0.9667;1.3667;1.0000;6.0000;1009.1000;"E";"E";0;"empate";24.90;22.76
"bahia";2014;31;"2014-10-25";"F";0;0.2794;0.2941;0.3971;0.9118;1.1029;1.0000;3.0000;1003.2050;"E";"M";0;"internacional";5.40;10.98
"athlético-pr";2014;31;"2014-10-25";"F";1;0.4265;0.2794;0.3235;1.4559;1.2500;1.0000;18.0000;996.3325;"E";"M";0;"fluminense";25.60;46.17
"flamengo";2014;31;"2014-10-25";"F";1;0.3382;0.2353;0.3676;1.0882;1.1912;0.0000;14.0000;999.0275;"M";"M";0;"botafogo-rj";2.10;22.27
"fluminense";2014;31;"2014-10-25";"C";2;0.3676;0.2794;0.3529;1.3235;1.1324;1.0000;15.0000;1007.5600;"E";"M";1;"fluminense";35.50;104.95
"santos";2014;31;"2014-10-25";"F";1;0.4118;0.1176;0.3235;1.2794;0.9706;0.0000;6.0000;996.9200;"M";"E";0;"empate";15.70;47.30
"são paulo";2014;31;"2014-10-27";"C";3;0.4265;0.2353;0.3382;1.2647;1.1029;1.0000;9.0000;1000.4125;"M";"M";1;"são paulo";39.60;51.83
"goiás";2014;31;"2014-10-27";"F";0;0.3971;0.2353;0.3235;1.1471;1.0588;0.0000;12.0000;1001.2700;"M";"M";0;"são paulo";0.00;0.00
"goiás";2014;32;"2014-11-01";"C";0;0.3913;0.2754;0.3333;1.1304;1.0870;1.0000;7.0000;999.7700;"M";"V";0;"fluminense";0.00;0.00
"vitória";2014;32;"2014-11-01";"F";0;0.3623;0.2899;0.3768;1.3478;1.3913;0.0000;9.0000;997.2700;"M";"M";0;"grêmio";4.50;42.57
"coritiba";2014;32;"2014-11-01";"F";2;0.2899;0.4058;0.4058;1.0290;1.1739;0.0000;9.0000;1000.3975;"M";"E";0;"empate";19.80;27.08
"grêmio";2014;32;"2014-11-01";"C";1;0.4638;0.2899;0.2464;0.9855;0.7681;1.0000;10.0000;1001.5125;"M";"M";1;"grêmio";34.30;56.82
"corinthians";2014;32;"2014-11-01";"C";2;0.3623;0.4058;0.2319;0.9420;0.6377;1.0000;12.0000;1005.5425;"M";"E";0;"empate";35.50;64.88
"fluminense";2014;32;"2014-11-01";"F";2;0.3768;0.2754;0.3478;1.3333;1.1304;0.0000;18.0000;1009.0600;"M";"V";1;"fluminense";47.20;123.36
"santos";2014;32;"2014-11-02";"C";1;0.4058;0.2754;0.3188;1.2754;0.9710;1.0000;6.0000;995.9200;"M";"V";0;"internacional";17.40;96.65
"criciúma";2014;32;"2014-11-02";"C";1;0.2899;0.2319;0.4783;1.0290;1.5217;1.0000;0.0000;1002.7700;"E";"V";0;"são paulo";0.00;0.00
"cruzeiro";2014;32;"2014-11-02";"C";2;0.5942;0.2029;0.2029;1.8986;1.0000;2.0000;8.0000;990.6450;"M";"M";1;"cruzeiro";29.90;95.10
"palmeiras";2014;32;"2014-11-02";"F";1;0.3226;0.7097;0.4839;1.0000;1.5161;0.0000;5.0000;996.2400;"M";"V";1;"palmeiras";24.00;51.13
"botafogo-rj";2014;32;"2014-11-02";"F";1;0.3768;0.2029;0.3913;1.2319;1.1449;0.0000;12.0000;985.6475;"M";"M";0;"cruzeiro";-0.40;46.51
"internacional";2014;32;"2014-11-02";"F";2;0.3913;0.2754;0.3188;1.3333;1.2174;0.0000;9.0000;994.2200;"M";"V";1;"internacional";7.70;31.79
"figueirense";2014;32;"2014-11-02";"F";0;0.3226;0.2258;0.4839;0.9677;1.3548;0.0000;6.0000;1009.1000;"M";"M";0;"sport";2.10;14.32
"sport";2014;32;"2014-11-02";"C";1;0.3226;0.2258;0.4516;0.8065;1.2903;1.0000;1.0000;1004.5900;"M";"M";1;"sport";40.50;62.82
"bahia";2014;32;"2014-11-02";"C";0;0.2754;0.3188;0.4058;0.8986;1.1159;1.0000;2.0000;1002.2050;"M";"V";0;"palmeiras";12.20;13.73
"athlético-pr";2014;32;"2014-11-02";"C";1;0.4203;0.2464;0.3333;1.4493;1.2609;1.0000;9.0000;996.3325;"M";"M";1;"athlético-pr";21.30;31.77
"chapecoense";2014;32;"2014-11-02";"F";0;0.2903;0.6452;0.4194;0.9677;1.0645;0.0000;3.0000;1004.2700;"M";"M";0;"flamengo";4.20;23.98
"flamengo";2014;32;"2014-11-02";"C";3;0.3333;0.2899;0.3768;1.0870;1.2029;1.0000;6.0000;999.0275;"M";"M";1;"flamengo";27.30;78.94
"atlético-mg";2014;32;"2014-11-02";"F";0;0.4348;0.2464;0.2609;1.3188;1.0145;0.0000;12.0000;997.6750;"M";"M";0;"athlético-pr";13.60;58.07
"são paulo";2014;32;"2014-11-02";"F";2;0.4348;0.2319;0.3333;1.2899;1.0870;1.0000;12.0000;1000.9125;"E";"V";1;"são paulo";9.90;40.63
"athlético-pr";2014;33;"2014-11-08";"F";2;0.4286;0.2286;0.3286;1.4429;1.2429;1.0000;12.0000;997.0825;"E";"V";1;"athlético-pr";12.60;41.69
"coritiba";2014;33;"2014-11-08";"C";1;0.2857;0.3143;0.4000;1.0429;1.1857;1.0000;8.0000;1000.3975;"M";"M";1;"coritiba";7.80;14.17
"atlético-mg";2014;33;"2014-11-08";"F";2;0.4286;0.0857;0.2714;1.3000;1.0143;0.0000;7.0000;999.1750;"M";"V";1;"atlético-mg";50.20;57.02
"palmeiras";2014;33;"2014-11-08";"C";0;0.3438;0.1875;0.4688;1.0000;1.4688;1.0000;12.0000;994.7400;"M";"V";0;"atlético-mg";7.10;53.05
"botafogo-rj";2014;33;"2014-11-08";"C";0;0.3714;0.2286;0.4000;1.2286;1.1571;1.0000;6.0000;984.8975;"E";"V";0;"athlético-pr";14.60;42.86
"fluminense";2014;33;"2014-11-08";"F";0;0.3857;0.3143;0.3429;1.3429;1.1143;0.0000;18.0000;1009.0600;"M";"M";0;"coritiba";0.10;100.99
"são paulo";2014;33;"2014-11-09";"F";2;0.4429;0.2571;0.3286;1.3000;1.0857;1.0000;16.0000;1001.4125;"E";"V";1;"são paulo";22.70;42.86
"vitória";2014;33;"2014-11-09";"C";1;0.3571;0.2571;0.3857;1.3286;1.3857;1.0000;6.0000;996.7700;"E";"V";0;"são paulo";18.60;44.30
"corinthians";2014;33;"2014-11-09";"C";1;0.3571;0.4143;0.2286;0.9571;0.6571;1.0000;8.0000;1005.5425;"M";"M";1;"corinthians";31.10;97.92
"sport";2014;33;"2014-11-09";"C";2;0.3438;0.2188;0.4375;0.8125;1.2500;1.0000;9.0000;1004.0900;"M";"E";0;"empate";16.60;52.11
"goiás";2014;33;"2014-11-09";"C";3;0.3857;0.2714;0.3429;1.1143;1.1000;1.0000;3.0000;999.7700;"M";"M";1;"goiás";0.00;0.00
"santos";2014;33;"2014-11-09";"F";0;0.4000;0.4143;0.3286;1.2714;0.9857;0.0000;2.0000;995.9200;"M";"M";0;"corinthians";27.30;88.69
"criciúma";2014;33;"2014-11-09";"F";1;0.2857;0.2000;0.4857;1.0286;1.5286;0.0000;2.0000;1002.7700;"M";"M";0;"cruzeiro";0.00;0.00
"flamengo";2014;33;"2014-11-09";"F";2;0.3429;0.1000;0.3714;1.1143;1.1857;0.0000;12.0000;999.5275;"M";"E";0;"empate";11.70;57.29
"grêmio";2014;33;"2014-11-09";"C";4;0.4714;0.2857;0.2429;0.9857;0.7571;1.0000;14.0000;1001.5125;"M";"M";1;"grêmio";47.60;85.08
"chapecoense";2014;33;"2014-11-09";"F";0;0.2812;0.1875;0.4375;0.9375;1.1250;0.0000;3.0000;1004.2700;"M";"M";0;"figueirense";2.60;23.27
"cruzeiro";2014;33;"2014-11-09";"C";3;0.6000;0.2000;0.2000;1.9000;1.0000;3.0000;12.0000;990.6450;"M";"M";1;"cruzeiro";5.10;73.38
"bahia";2014;33;"2014-11-09";"F";0;0.2714;0.2714;0.4143;0.8857;1.1143;0.0000;1.0000;1002.2050;"M";"M";0;"goiás";4.50;15.81
"internacional";2014;33;"2014-11-09";"F";1;0.4000;0.2857;0.3143;1.3429;1.2143;0.0000;15.0000;994.2200;"M";"M";0;"grêmio";12.60;32.32
"figueirense";2014;33;"2014-11-09";"C";1;0.3125;0.1875;0.5000;0.9375;1.3438;1.0000;2.0000;1009.1000;"M";"M";1;"figueirense";16.70;17.84
"botafogo-rj";2014;34;"2014-11-15";"F";0;0.3662;0.2676;0.4085;1.2113;1.1690;1.0000;3.0000;984.3975;"E";"M";0;"fluminense";0.90;38.48
"criciúma";2014;34;"2014-11-15";"C";0;0.2817;0.2254;0.4930;1.0282;1.5493;0.0000;0.0000;1001.8950;"E";"V";0;"grêmio";0.00;0.00
"fluminense";2014;34;"2014-11-15";"C";1;0.3803;0.2676;0.3521;1.3239;1.1127;1.0000;9.0000;1009.5600;"E";"M";1;"fluminense";9.50;72.31
"grêmio";2014;34;"2014-11-15";"F";3;0.4789;0.2254;0.2394;1.0282;0.7606;0.0000;16.0000;1002.3875;"E";"V";1;"grêmio";53.50;72.42
"goiás";2014;34;"2014-11-16";"F";0;0.3944;0.2958;0.3380;1.1408;1.0845;0.0000;9.0000;999.7700;"M";"M";0;"internacional";0.00;0.00
"atlético-mg";2014;34;"2014-11-16";"C";1;0.4366;0.2958;0.2676;1.3099;1.0000;1.0000;12.0000;998.6750;"M";"E";0;"empate";21.30;36.51
"internacional";2014;34;"2014-11-16";"C";1;0.3889;0.2917;0.3194;1.3333;1.2500;1.0000;6.0000;994.2200;"M";"M";1;"internacional";20.30;25.38
"cruzeiro";2014;34;"2014-11-16";"F";1;0.6056;0.2676;0.1972;1.9155;1.0000;1.0000;16.0000;991.1450;"E";"V";1;"cruzeiro";34.60;76.26
"sport";2014;34;"2014-11-16";"F";1;0.3333;0.5152;0.4242;0.8485;1.2727;0.0000;9.0000;1005.0900;"M";"V";1;"sport";45.70;72.79
"athlético-pr";2014;34;"2014-11-16";"C";0;0.4366;0.2394;0.3239;1.4507;1.2254;2.0000;15.0000;996.0825;"M";"V";0;"sport";3.60;27.08
"bahia";2014;34;"2014-11-16";"C";1;0.2676;0.3099;0.4225;0.8732;1.1408;0.0000;0.0000;1001.7050;"E";"V";0;"corinthians";24.80;24.46
"vitória";2014;34;"2014-11-16";"F";1;0.3521;0.1268;0.3944;1.3239;1.3944;0.0000;3.0000;997.7700;"M";"V";1;"vitória";39.80;49.21
"chapecoense";2014;34;"2014-11-16";"C";0;0.2727;0.2727;0.4545;0.9091;1.1212;1.0000;1.0000;1003.2700;"M";"V";0;"vitória";16.10;34.82
"palmeiras";2014;34;"2014-11-16";"F";0;0.3333;0.5152;0.4848;0.9697;1.4848;0.0000;7.0000;994.7400;"M";"M";0;"são paulo";0.20;64.22
"santos";2014;34;"2014-11-16";"C";0;0.3944;0.2676;0.3380;1.2535;0.9859;1.0000;1.0000;995.4200;"E";"V";0;"cruzeiro";12.00;55.42
"coritiba";2014;34;"2014-11-16";"F";2;0.2958;0.2958;0.3944;1.0423;1.1690;0.0000;10.0000;1000.3975;"M";"M";0;"flamengo";22.70;28.83
"corinthians";2014;34;"2014-11-16";"F";2;0.3662;0.3099;0.2254;0.9577;0.6479;0.0000;10.0000;1006.0425;"E";"V";1;"corinthians";14.30;55.11
"figueirense";2014;34;"2014-11-16";"F";1;0.3333;0.6364;0.4848;0.9394;1.3030;0.0000;10.0000;1009.6000;"M";"E";0;"empate";4.90;8.69
"flamengo";2014;34;"2014-11-16";"C";3;0.3380;0.2958;0.3662;1.1268;1.1972;1.0000;9.0000;999.5275;"M";"M";1;"flamengo";11.70;69.21
"são paulo";2014;34;"2014-11-16";"C";2;0.4444;0.2361;0.3194;1.3056;1.0833;1.0000;12.0000;1001.4125;"M";"M";1;"são paulo";35.40;51.47
"são paulo";2014;35;"2014-11-12";"C";1;0.4507;0.2254;0.3239;1.3099;1.0845;1.0000;18.0000;1001.4125;"E";"E";0;"empate";0.00;0.00
"internacional";2014;35;"2014-11-12";"F";1;0.3944;0.2254;0.3239;1.3380;1.2535;1.0000;9.0000;994.2200;"E";"E";0;"empate";0.00;0.00
"bahia";2014;35;"2014-11-19";"F";1;0.2639;0.2222;0.4306;0.8750;1.1528;1.0000;0.0000;1002.2050;"E";"V";1;"bahia";29.50;25.32
"coritiba";2014;35;"2014-11-19";"F";1;0.2917;0.2500;0.4028;1.0556;1.1944;0.0000;7.0000;1000.8975;"M";"E";0;"empate";1.00;29.10
"santos";2014;35;"2014-11-19";"F";1;0.3889;0.2361;0.3472;1.2361;0.9861;0.0000;0.0000;995.9200;"M";"E";0;"empate";19.20;77.58
"palmeiras";2014;35;"2014-11-19";"C";0;0.3235;0.1765;0.5000;0.9412;1.5000;1.0000;3.0000;993.2400;"M";"V";0;"sport";7.90;65.01
"botafogo-rj";2014;35;"2014-11-19";"C";0;0.3611;0.2222;0.4167;1.1944;1.1667;1.0000;0.0000;983.3975;"M";"V";0;"figueirense";5.70;31.98
"vitória";2014;35;"2014-11-19";"C";1;0.3611;0.2500;0.3889;1.3194;1.3750;1.0000;9.0000;997.2700;"M";"E";0;"empate";7.20;43.88
"goiás";2014;35;"2014-11-19";"C";0;0.3889;0.2639;0.3472;1.1250;1.0833;0.0000;6.0000;999.2700;"E";"V";0;"corinthians";0.00;0.00
"sport";2014;35;"2014-11-19";"F";2;0.3529;0.1765;0.4118;0.8529;1.2353;0.0000;12.0000;1006.5900;"M";"V";1;"sport";42.10;72.68
"figueirense";2014;35;"2014-11-19";"F";1;0.3235;0.4706;0.4706;0.9412;1.2941;0.0000;9.0000;1010.6000;"M";"V";1;"figueirense";7.90;8.22
"corinthians";2014;35;"2014-11-19";"F";1;0.3750;0.2639;0.2222;0.9722;0.6528;0.0000;16.0000;1006.5425;"E";"V";1;"corinthians";17.40;52.72
"criciúma";2014;35;"2014-11-19";"C";0;0.2778;0.2222;0.5000;1.0139;1.5694;1.0000;0.0000;1001.3950;"E";"V";0;"bahia";0.00;0.00
"athlético-pr";2014;35;"2014-11-19";"C";1;0.4306;0.2361;0.3333;1.4306;1.2222;1.0000;9.0000;995.5825;"M";"E";0;"empate";17.50;27.25
"flamengo";2014;35;"2014-11-19";"F";0;0.3472;0.3056;0.3611;1.1528;1.2083;0.0000;12.0000;999.5275;"M";"M";0;"atlético-mg";5.30;72.58
"atlético-mg";2014;35;"2014-11-19";"C";4;0.4306;0.3056;0.2639;1.3056;1.0000;1.0000;9.0000;998.6750;"M";"M";1;"atlético-mg";45.20;70.60
"fluminense";2014;35;"2014-11-20";"C";1;0.3889;0.2639;0.3472;1.3194;1.0972;1.0000;12.0000;1007.8100;"M";"V";0;"chapecoense";5.40;95.61
"chapecoense";2014;35;"2014-11-20";"F";4;0.2647;0.5588;0.4706;0.8824;1.1176;0.0000;0.0000;1005.0200;"M";"V";1;"chapecoense";55.20;42.17
"cruzeiro";2014;35;"2014-11-20";"F";2;0.6111;0.2778;0.1944;1.9028;0.9861;0.0000;18.0000;991.6450;"E";"V";1;"cruzeiro";27.50;84.35
"grêmio";2014;35;"2014-11-20";"C";1;0.4861;0.2778;0.2361;1.0556;0.7500;0.0000;18.0000;1001.8875;"E";"V";0;"cruzeiro";1.30;91.54
"athlético-pr";2014;36;"2014-11-22";"F";2;0.4247;0.3014;0.3288;1.4247;1.2192;1.0000;6.0000;995.5825;"V";"V";1;"athlético-pr";22.20;34.33
"atlético-mg";2014;36;"2014-11-22";"F";1;0.4384;0.2877;0.2603;1.3425;0.9863;0.0000;14.0000;998.6750;"M";"M";0;"internacional";10.60;22.87
"internacional";2014;36;"2014-11-22";"C";2;0.3973;0.2877;0.3151;1.3288;1.2329;1.0000;11.0000;994.2200;"M";"M";1;"internacional";7.40;25.98
"bahia";2014;36;"2014-11-22";"C";1;0.2740;0.3014;0.4247;0.8767;1.1370;0.0000;9.0000;1002.2050;"V";"V";0;"athlético-pr";19.70;17.36
"sport";2014;36;"2014-11-23";"C";2;0.3714;0.2286;0.4000;0.8857;1.2000;0.0000;16.0000;1006.5900;"E";"E";0;"empate";7.20;73.81
"vitória";2014;36;"2014-11-23";"F";0;0.3562;0.0959;0.3836;1.3151;1.3699;1.0000;9.0000;996.5200;"E";"M";0;"figueirense";6.80;25.90
"corinthians";2014;36;"2014-11-23";"C";1;0.3836;0.3973;0.2192;0.9726;0.6438;0.0000;18.0000;1007.0425;"E";"M";1;"corinthians";31.00;110.84
"figueirense";2014;36;"2014-11-23";"C";2;0.3429;0.2000;0.4571;0.9429;1.2571;1.0000;14.0000;1011.3500;"E";"M";1;"figueirense";21.10;19.16
"cruzeiro";2014;36;"2014-11-23";"C";2;0.6164;0.1918;0.1918;1.9041;0.9863;2.0000;18.0000;991.6450;"M";"M";1;"cruzeiro";41.00;85.84
"são paulo";2014;36;"2014-11-23";"F";1;0.4521;0.2740;0.3151;1.3151;1.0685;0.0000;12.0000;1002.4125;"M";"V";1;"são paulo";14.00;48.00
"botafogo-rj";2014;36;"2014-11-23";"F";0;0.3562;0.1233;0.4247;1.1781;1.1644;0.0000;0.0000;983.3975;"M";"M";0;"chapecoense";19.90;21.32
"chapecoense";2014;36;"2014-11-23";"C";2;0.2857;0.2571;0.4571;0.9714;1.1143;1.0000;9.0000;1005.0200;"M";"M";1;"chapecoense";28.60;32.56
"flamengo";2014;36;"2014-11-23";"C";1;0.3425;0.2877;0.3699;1.1370;1.2466;1.0000;7.0000;999.0275;"M";"E";0;"empate";19.10;60.29
"fluminense";2014;36;"2014-11-23";"F";2;0.3836;0.1096;0.3562;1.3151;1.1370;0.0000;6.0000;1007.8100;"E";"E";0;"empate";21.70;98.21
"palmeiras";2014;36;"2014-11-23";"F";0;0.3143;0.6571;0.5143;0.9143;1.5143;0.0000;0.0000;993.2400;"M";"M";0;"coritiba";15.40;62.15
"criciúma";2014;36;"2014-11-23";"F";1;0.2740;0.2877;0.5068;1.0000;1.5616;0.0000;0.0000;1001.8950;"M";"E";0;"empate";0.00;0.00
"coritiba";2014;36;"2014-11-23";"C";2;0.2877;0.3151;0.3973;1.0548;1.1918;1.0000;6.0000;1000.8975;"M";"M";1;"coritiba";8.40;15.24
"grêmio";2014;36;"2014-11-23";"F";0;0.4795;0.3973;0.2466;1.0548;0.7671;0.0000;9.0000;1001.3875;"E";"M";0;"corinthians";10.50;60.44
