"time";"ano";"rodada";"data_confronto";"local";"gol";"razao_vitoria";"razao_empate";"razao_derrota";"media_gols";"media_gols_sofridos";"expectativa_gols";"forma";"elo";"exp_vitoria";"tipo_vencedor";"vitoria";"vencedor";"pontos";"preco"
"são paulo";2017;24;"2017-09-17";"F";2;0.4114;0.1886;0.3486;1.2857;1.1314;1.0000;4.0000;989.9125;"E";"V";1;"são paulo";55.80;122.53
"chapecoense";2017;24;"2017-09-17";"F";1;0.3139;0.3212;0.4015;1.0876;1.2993;0.0000;0.0000;1005.6450;"M";"V";1;"chapecoense";58.00;88.45
"vitória";2017;24;"2017-09-17";"C";1;0.3285;0.2409;0.4307;1.2555;1.4088;1.0000;12.0000;992.9575;"E";"V";0;"são paulo";23.70;82.34
"flamengo";2017;24;"2017-09-17";"C";2;0.4000;0.2629;0.3371;1.2400;1.1657;1.0000;9.0000;1012.5900;"M";"M";1;"flamengo";84.30;118.97
"athlético-pr";2017;24;"2017-09-17";"C";3;0.4114;0.2343;0.3543;1.2286;1.1257;1.0000;4.0000;983.4575;"M";"M";1;"athlético-pr";25.40;82.94
"bahia";2017;24;"2017-09-17";"F";0;0.2828;0.4141;0.4343;0.9899;1.2020;0.0000;8.0000;1005.5175;"M";"M";0;"cruzeiro";18.00;99.84
"cruzeiro";2017;24;"2017-09-17";"C";1;0.4857;0.2343;0.2800;1.5086;1.0286;1.0000;14.0000;966.3950;"M";"M";1;"cruzeiro";40.40;100.24
"grêmio";2017;24;"2017-09-17";"C";0;0.4686;0.2514;0.2800;1.2057;0.8857;1.0000;7.0000;991.7000;"M";"V";0;"chapecoense";27.70;92.00
"sport";2017;24;"2017-09-17";"F";0;0.3650;0.3358;0.3650;1.2263;1.2628;0.0000;0.0000;1007.0900;"M";"M";0;"flamengo";12.60;86.42
"coritiba";2017;24;"2017-09-18";"F";0;0.3029;0.1543;0.3943;1.0171;1.1543;0.0000;4.0000;999.3350;"M";"M";0;"palmeiras";14.30;70.52
"palmeiras";2017;24;"2017-09-18";"C";1;0.4453;0.1971;0.3577;1.3869;1.2263;1.0000;9.0000;1013.3650;"M";"M";1;"palmeiras";77.10;127.72
"athlético-pr";2017;25;"2017-09-23";"F";0;0.4148;0.2443;0.3523;1.2386;1.1250;0.0000;9.0000;983.4575;"M";"M";0;"santos";17.50;91.37
"santos";2017;25;"2017-09-23";"C";1;0.4489;0.2443;0.3068;1.3409;0.9375;1.0000;7.0000;994.4200;"M";"M";1;"santos";59.10;86.38
"flamengo";2017;25;"2017-09-23";"C";1;0.4034;0.2614;0.3352;1.2443;1.1591;1.0000;12.0000;1012.0900;"M";"E";0;"empate";47.30;106.62
"avaí";2017;25;"2017-09-23";"F";1;0.2903;0.7419;0.4355;0.8548;1.4032;0.0000;12.0000;1009.5200;"M";"E";0;"empate";31.40;80.77
"cruzeiro";2017;25;"2017-09-24";"F";2;0.4886;0.0227;0.2784;1.5057;1.0227;1.0000;16.0000;966.3950;"V";"V";1;"cruzeiro";44.00;66.75
"atlético-mg";2017;25;"2017-09-24";"C";1;0.4432;0.2727;0.2841;1.4318;1.1420;1.0000;8.0000;993.6750;"E";"V";0;"vitória";26.70;93.26
"são paulo";2017;25;"2017-09-24";"C";1;0.4148;0.2386;0.3466;1.2898;1.1307;1.0000;11.0000;989.9125;"E";"E";0;"empate";42.90;126.30
"corinthians";2017;25;"2017-09-24";"F";1;0.4830;0.2386;0.2159;1.3011;0.7898;1.0000;11.0000;998.4175;"E";"E";0;"empate";33.60;140.58
"coritiba";2017;25;"2017-09-24";"C";2;0.3011;0.3011;0.3977;1.0114;1.1534;1.0000;2.0000;998.3350;"M";"V";0;"botafogo-rj";29.10;78.63
"grêmio";2017;25;"2017-09-24";"F";0;0.4659;0.1591;0.2841;1.1989;0.8864;1.0000;5.0000;990.7000;"V";"M";0;"bahia";20.40;112.98
"fluminense";2017;25;"2017-09-24";"C";0;0.3580;0.2614;0.3807;1.2670;1.2330;1.0000;2.0000;1009.5600;"E";"V";0;"palmeiras";0.60;91.26
"palmeiras";2017;25;"2017-09-24";"F";1;0.4493;0.3333;0.3551;1.3841;1.2174;1.0000;14.0000;1013.8650;"E";"V";1;"palmeiras";58.50;112.22
"atlético-go";2017;25;"2017-09-24";"C";1;0.2500;0.1667;0.5833;0.9167;1.5833;0.0000;14.0000;1011.8200;"V";"V";0;"cruzeiro";35.10;56.21
"botafogo-rj";2017;25;"2017-09-24";"F";3;0.3841;0.3841;0.3841;1.1449;1.0942;0.0000;18.0000;986.6475;"M";"V";1;"botafogo-rj";62.90;131.98
"chapecoense";2017;25;"2017-09-24";"C";1;0.3188;0.2826;0.3986;1.0870;1.2899;1.0000;9.0000;1005.6450;"M";"M";1;"chapecoense";54.80;78.15
"bahia";2017;25;"2017-09-24";"C";1;0.2800;0.2800;0.4400;0.9800;1.2000;0.0000;2.0000;1006.5175;"V";"M";1;"bahia";56.70;120.15
"vitória";2017;25;"2017-09-24";"F";3;0.3261;0.3478;0.4348;1.2536;1.4130;1.0000;5.0000;993.7075;"E";"V";1;"vitória";56.90;78.95
"ponte preta";2017;25;"2017-09-24";"F";0;0.3188;0.2826;0.4130;1.1014;1.2971;0.0000;0.0000;1013.3650;"M";"M";0;"chapecoense";33.70;99.85
"vasco";2017;25;"2017-09-25";"F";1;0.3000;0.3700;0.4400;1.0200;1.5000;0.0000;9.0000;1008.2550;"M";"E";0;"empate";27.10;83.88
"sport";2017;25;"2017-09-25";"C";1;0.3623;0.2681;0.3696;1.2174;1.2681;1.0000;0.0000;1006.5900;"M";"E";0;"empate";42.10;90.58
"palmeiras";2017;26;"2017-09-30";"C";0;0.4532;0.1942;0.3525;1.3813;1.2086;1.0000;16.0000;1013.3650;"E";"V";0;"santos";27.60;141.39
"santos";2017;26;"2017-09-30";"F";1;0.4520;0.1525;0.3051;1.3390;0.9322;1.0000;12.0000;994.9200;"E";"V";1;"santos";29.80;81.73
"coritiba";2017;26;"2017-09-30";"F";1;0.2994;0.1582;0.4011;1.0169;1.1638;0.0000;1.0000;998.8350;"M";"E";0;"empate";29.70;92.56
"bahia";2017;26;"2017-09-30";"C";1;0.2871;0.2772;0.4356;0.9802;1.1881;1.0000;10.0000;1006.0175;"M";"E";0;"empate";33.40;120.58
"vasco";2017;26;"2017-09-30";"C";1;0.2970;0.2673;0.4356;1.0198;1.4950;1.0000;6.0000;1008.2550;"E";"E";0;"empate";32.10;91.13
"chapecoense";2017;26;"2017-09-30";"F";1;0.3237;0.1942;0.3957;1.0863;1.2806;1.0000;15.0000;1005.6450;"E";"E";0;"empate";22.80;74.07
"botafogo-rj";2017;26;"2017-10-01";"C";2;0.3885;0.2302;0.3813;1.1583;1.1007;1.0000;18.0000;986.1475;"E";"V";0;"vitória";34.20;124.15
"fluminense";2017;26;"2017-10-01";"F";0;0.3559;0.2486;0.3842;1.2599;1.2316;0.0000;1.0000;1009.5600;"M";"M";0;"grêmio";19.60;92.41
"atlético-mg";2017;26;"2017-10-01";"F";2;0.4407;0.2316;0.2881;1.4294;1.1525;0.0000;1.0000;995.1750;"M";"V";1;"atlético-mg";51.40;114.17
"athlético-pr";2017;26;"2017-10-01";"C";0;0.4124;0.2316;0.3559;1.2316;1.1243;1.0000;7.0000;981.9575;"M";"V";0;"atlético-mg";15.70;85.81
"vitória";2017;26;"2017-10-01";"F";3;0.3309;0.2302;0.4317;1.2662;1.4101;1.0000;10.0000;994.2075;"E";"V";1;"vitória";42.50;74.21
"sport";2017;26;"2017-10-01";"F";0;0.3597;0.3094;0.3669;1.2158;1.2662;0.0000;3.0000;1006.5900;"M";"M";0;"são paulo";15.70;81.40
"cruzeiro";2017;26;"2017-10-01";"C";1;0.4915;0.2316;0.2768;1.5085;1.0226;1.0000;18.0000;966.3950;"E";"E";0;"empate";19.00;112.70
"corinthians";2017;26;"2017-10-01";"F";1;0.4802;0.2316;0.2147;1.2994;0.7910;1.0000;9.0000;998.4175;"E";"E";0;"empate";20.60;129.63
"são paulo";2017;26;"2017-10-01";"C";1;0.4124;0.2429;0.3446;1.2881;1.1299;1.0000;10.0000;989.9125;"M";"M";1;"são paulo";74.40;117.63
"avaí";2017;26;"2017-10-01";"C";0;0.2857;0.2857;0.4286;0.8571;1.3968;1.0000;8.0000;1008.7700;"E";"V";0;"atlético-go";19.70;72.09
"atlético-go";2017;26;"2017-10-01";"F";2;0.2400;0.7200;0.6000;0.9200;1.6000;1.0000;7.0000;1012.5700;"E";"V";1;"atlético-go";65.10;66.25
"grêmio";2017;26;"2017-10-01";"C";1;0.4633;0.2486;0.2881;1.1921;0.8870;1.0000;0.0000;990.7000;"M";"M";1;"grêmio";55.50;104.40
"flamengo";2017;26;"2017-10-02";"F";0;0.4011;0.2090;0.3333;1.2429;1.1582;1.0000;9.0000;1011.5900;"E";"M";0;"ponte preta";22.80;115.20
"ponte preta";2017;26;"2017-10-02";"C";1;0.3165;0.2662;0.4173;1.0935;1.2950;1.0000;1.0000;1013.8650;"E";"M";1;"ponte preta";38.90;102.80
"vasco";2017;27;"2017-10-11";"F";2;0.2941;0.1765;0.4314;1.0196;1.4902;1.0000;5.0000;1008.7550;"E";"V";1;"vasco";19.90;80.42
"coritiba";2017;27;"2017-10-11";"F";1;0.2978;0.3090;0.3989;1.0169;1.1629;0.0000;5.0000;998.8350;"M";"M";0;"corinthians";11.10;97.81
"atlético-go";2017;27;"2017-10-11";"F";2;0.2692;1.5769;0.5769;0.9615;1.5385;0.0000;12.0000;1013.0700;"M";"E";0;"empate";35.50;67.85
"chapecoense";2017;27;"2017-10-11";"F";1;0.3214;0.2286;0.3929;1.0857;1.2786;0.0000;12.0000;1005.6450;"M";"M";0;"botafogo-rj";22.60;72.17
"cruzeiro";2017;27;"2017-10-11";"F";1;0.4916;0.2458;0.2737;1.5084;1.0223;0.0000;12.0000;967.3950;"M";"V";1;"cruzeiro";65.80;122.14
"atlético-mg";2017;27;"2017-10-11";"C";1;0.4438;0.2697;0.2865;1.4326;1.1461;1.0000;10.0000;995.6750;"E";"M";1;"atlético-mg";67.00;122.50
"avaí";2017;27;"2017-10-11";"C";1;0.2812;0.2812;0.4375;0.8438;1.4062;1.0000;3.0000;1008.2700;"E";"V";0;"vasco";9.10;85.81
"botafogo-rj";2017;27;"2017-10-11";"C";2;0.3857;0.2286;0.3857;1.1643;1.1143;1.0000;9.0000;986.1475;"M";"M";1;"botafogo-rj";44.40;105.01
"grêmio";2017;27;"2017-10-11";"C";0;0.4663;0.2472;0.2865;1.1910;0.8820;1.0000;9.0000;989.7000;"M";"V";0;"cruzeiro";19.60;91.20
"athlético-pr";2017;27;"2017-10-11";"C";2;0.4101;0.2303;0.3596;1.2247;1.1292;2.0000;3.0000;981.4575;"M";"E";0;"empate";28.50;89.76
"corinthians";2017;27;"2017-10-11";"C";3;0.4775;0.3090;0.2135;1.2978;0.7921;1.0000;8.0000;998.4175;"M";"M";1;"corinthians";54.20;127.58
"são paulo";2017;27;"2017-10-11";"F";0;0.4157;0.2697;0.3427;1.2865;1.1236;1.0000;12.0000;989.4125;"E";"M";0;"atlético-mg";34.50;105.47
"ponte preta";2017;27;"2017-10-12";"C";1;0.3191;0.2624;0.4184;1.0922;1.2908;1.0000;6.0000;1013.8650;"E";"E";0;"empate";11.10;107.60
"vitória";2017;27;"2017-10-12";"C";1;0.3357;0.2357;0.4286;1.2786;1.4143;1.0000;15.0000;993.7075;"E";"V";0;"sport";23.70;76.73
"bahia";2017;27;"2017-10-12";"F";2;0.2843;0.2647;0.4314;0.9804;1.1863;0.0000;9.0000;1006.5175;"M";"E";0;"empate";50.40;112.78
"fluminense";2017;27;"2017-10-12";"F";1;0.3539;0.2640;0.3876;1.2528;1.2303;0.0000;2.0000;1010.0600;"M";"E";0;"empate";21.60;65.94
"palmeiras";2017;27;"2017-10-12";"C";2;0.4500;0.1929;0.3571;1.3714;1.2071;1.0000;9.0000;1012.8650;"M";"E";0;"empate";59.50;132.75
"flamengo";2017;27;"2017-10-12";"C";1;0.3989;0.2640;0.3371;1.2360;1.1573;1.0000;5.0000;1011.0900;"M";"E";0;"empate";33.50;120.56
"santos";2017;27;"2017-10-12";"F";1;0.4551;0.2079;0.3034;1.3371;0.9270;1.0000;15.0000;994.9200;"E";"E";0;"empate";34.90;102.38
"sport";2017;27;"2017-10-12";"F";2;0.3571;0.2357;0.3714;1.2071;1.2643;1.0000;0.0000;1007.0900;"E";"V";1;"sport";50.10;94.10
"ponte preta";2017;28;"2017-10-07";"F";1;0.3214;0.3000;0.4143;1.0929;1.2857;0.0000;9.0000;1013.8650;"M";"M";0;"cruzeiro";0.00;0.00
"cruzeiro";2017;28;"2017-10-07";"C";2;0.4888;0.2360;0.2753;1.5056;1.0225;1.0000;12.0000;966.3950;"M";"M";1;"cruzeiro";0.00;0.00
"vasco";2017;28;"2017-10-14";"C";1;0.3010;0.2718;0.4272;1.0291;1.4854;0.0000;12.0000;1009.7550;"V";"M";1;"vasco";48.00;93.32
"botafogo-rj";2017;28;"2017-10-14";"F";0;0.3901;0.1986;0.3830;1.1702;1.1135;1.0000;14.0000;985.1475;"V";"M";0;"vasco";12.20;121.90
"são paulo";2017;28;"2017-10-14";"C";2;0.4134;0.2402;0.3464;1.2793;1.1229;1.0000;7.0000;989.4125;"M";"M";1;"são paulo";53.30;113.49
"athlético-pr";2017;28;"2017-10-14";"F";1;0.4078;0.2402;0.3575;1.2291;1.1341;0.0000;3.0000;981.4575;"M";"M";0;"são paulo";8.30;82.43
"palmeiras";2017;28;"2017-10-15";"F";3;0.4468;0.0355;0.3546;1.3759;1.2128;1.0000;6.0000;1012.8650;"V";"V";1;"palmeiras";57.10;115.79
"grêmio";2017;28;"2017-10-15";"F";1;0.4637;0.3017;0.2905;1.1844;0.8827;0.0000;6.0000;990.2000;"E";"V";1;"grêmio";45.30;115.96
"atlético-go";2017;28;"2017-10-15";"C";1;0.2593;0.1852;0.5556;1.0000;1.5556;0.0000;9.0000;1013.0700;"V";"V";0;"palmeiras";19.50;62.65
"fluminense";2017;28;"2017-10-15";"C";1;0.3520;0.2626;0.3855;1.2514;1.2291;1.0000;3.0000;1010.0600;"M";"M";1;"fluminense";72.00;99.17
"sport";2017;28;"2017-10-15";"C";1;0.3617;0.2695;0.3688;1.2128;1.2624;1.0000;10.0000;1007.0900;"E";"E";0;"empate";46.50;94.33
"flamengo";2017;28;"2017-10-15";"F";1;0.3966;0.2235;0.3352;1.2346;1.1564;0.0000;6.0000;1012.0900;"M";"V";1;"flamengo";66.20;135.60
"corinthians";2017;28;"2017-10-15";"F";0;0.4804;0.1676;0.2123;1.3073;0.7933;1.0000;12.0000;996.9175;"V";"M";0;"bahia";18.20;123.71
"avaí";2017;28;"2017-10-15";"F";0;0.2769;0.7231;0.4462;0.8462;1.4154;0.0000;1.0000;1008.2700;"M";"M";0;"fluminense";17.40;70.68
"chapecoense";2017;28;"2017-10-15";"C";0;0.3191;0.2837;0.3972;1.0851;1.2837;1.0000;5.0000;1004.6450;"M";"V";0;"flamengo";28.80;79.25
"atlético-mg";2017;28;"2017-10-15";"F";1;0.4469;0.2123;0.2849;1.4302;1.1397;1.0000;15.0000;995.6750;"E";"E";0;"empate";36.70;100.93
"bahia";2017;28;"2017-10-15";"C";2;0.2816;0.2913;0.4272;0.9903;1.1942;0.0000;8.0000;1008.0175;"V";"M";1;"bahia";69.20;126.48
"coritiba";2017;28;"2017-10-15";"C";0;0.2961;0.3017;0.4022;1.0168;1.1732;0.0000;2.0000;998.3350;"E";"V";0;"grêmio";22.80;94.64
"vitória";2017;28;"2017-10-16";"F";2;0.3333;0.3121;0.4326;1.2766;1.4184;0.0000;9.0000;994.2075;"M";"E";0;"empate";41.10;71.37
"santos";2017;28;"2017-10-16";"C";2;0.4525;0.2458;0.3017;1.3352;0.9274;1.0000;12.0000;994.4200;"M";"E";0;"empate";44.80;100.48
"botafogo-rj";2017;29;"2017-10-18";"F";1;0.3873;0.1268;0.3873;1.1620;1.1127;1.0000;6.0000;984.6475;"V";"E";0;"empate";36.60;117.51
"cruzeiro";2017;29;"2017-10-18";"F";0;0.4944;0.3000;0.2722;1.5056;1.0167;1.0000;16.0000;966.3950;"V";"M";0;"coritiba";9.60;95.95
"corinthians";2017;29;"2017-10-18";"C";0;0.4778;0.3056;0.2167;1.3000;0.8000;1.0000;7.0000;996.4175;"M";"E";0;"empate";48.90;148.49
"avaí";2017;29;"2017-10-18";"C";1;0.2727;0.2727;0.4545;0.8333;1.4091;0.0000;0.0000;1008.7700;"V";"E";0;"empate";39.60;88.44
"grêmio";2017;29;"2017-10-18";"F";0;0.4667;0.3056;0.2889;1.1833;0.8778;0.0000;12.0000;990.7000;"M";"E";0;"empate";57.00;133.75
"vasco";2017;29;"2017-10-18";"F";1;0.3077;0.0481;0.4231;1.0288;1.4712;1.0000;16.0000;1010.2550;"E";"V";1;"vasco";66.80;89.03
"atlético-mg";2017;29;"2017-10-18";"C";2;0.4444;0.2722;0.2833;1.4278;1.1389;1.0000;12.0000;994.6750;"M";"V";0;"chapecoense";34.20;110.05
"chapecoense";2017;29;"2017-10-18";"F";3;0.3169;0.3451;0.4014;1.0775;1.2817;0.0000;1.0000;1005.6450;"M";"V";1;"chapecoense";65.00;94.00
"são paulo";2017;29;"2017-10-18";"F";1;0.4167;0.2611;0.3444;1.2833;1.1222;1.0000;14.0000;988.6625;"E";"M";0;"fluminense";31.90;120.12
"coritiba";2017;29;"2017-10-18";"C";1;0.2944;0.3000;0.4056;1.0111;1.1722;0.0000;1.0000;999.3350;"V";"M";1;"coritiba";41.10;84.70
"fluminense";2017;29;"2017-10-18";"C";3;0.3556;0.2611;0.3833;1.2500;1.2222;1.0000;11.0000;1010.8100;"E";"M";1;"fluminense";56.00;90.49
"atlético-go";2017;29;"2017-10-18";"C";0;0.2500;0.1786;0.5714;1.0000;1.6071;1.0000;5.0000;1012.5700;"E";"V";0;"vasco";0.40;53.85
"bahia";2017;29;"2017-10-19";"F";1;0.2885;0.4615;0.4231;1.0000;1.1827;0.0000;12.0000;1008.0175;"M";"M";0;"flamengo";35.30;136.36
"ponte preta";2017;29;"2017-10-19";"F";0;0.3169;0.1972;0.4155;1.0915;1.2887;0.0000;8.0000;1013.8650;"M";"M";0;"palmeiras";6.20;103.53
"palmeiras";2017;29;"2017-10-19";"C";2;0.4507;0.1972;0.3521;1.3873;1.2113;1.0000;11.0000;1012.8650;"M";"M";1;"palmeiras";77.40;140.20
"athlético-pr";2017;29;"2017-10-19";"F";3;0.4056;0.1889;0.3611;1.2278;1.1389;1.0000;0.0000;981.9575;"E";"V";1;"athlético-pr";62.20;97.12
"vitória";2017;29;"2017-10-19";"C";2;0.3310;0.2394;0.4296;1.2817;1.4225;1.0000;6.0000;993.7075;"E";"V";0;"athlético-pr";50.30;78.02
"sport";2017;29;"2017-10-19";"C";1;0.3592;0.2746;0.3662;1.2113;1.2606;1.0000;9.0000;1006.5900;"M";"E";0;"empate";49.50;101.44
"flamengo";2017;29;"2017-10-19";"C";4;0.4000;0.2667;0.3333;1.2333;1.1500;1.0000;11.0000;1012.0900;"M";"M";1;"flamengo";59.50;123.87
"santos";2017;29;"2017-10-19";"F";1;0.4500;0.2167;0.3000;1.3389;0.9333;0.0000;6.0000;994.9200;"M";"E";0;"empate";25.30;94.12
"coritiba";2017;30;"2017-10-21";"F";1;0.2983;0.1547;0.4033;1.0110;1.1657;1.0000;9.0000;999.3350;"E";"E";0;"empate";20.50;94.47
"vasco";2017;30;"2017-10-21";"C";1;0.3143;0.2667;0.4190;1.0286;1.4571;1.0000;18.0000;1010.2550;"E";"E";0;"empate";17.70;91.26
"flamengo";2017;30;"2017-10-22";"F";0;0.4033;0.2376;0.3315;1.2486;1.1492;0.0000;16.0000;1012.0900;"M";"M";0;"são paulo";27.10;113.71
"cruzeiro";2017;30;"2017-10-22";"C";1;0.4917;0.2320;0.2762;1.4972;1.0166;1.0000;9.0000;965.6450;"E";"V";0;"atlético-mg";33.20;112.25
"santos";2017;30;"2017-10-22";"C";1;0.4475;0.2541;0.2983;1.3370;0.9337;2.0000;6.0000;994.9200;"M";"M";1;"santos";69.20;105.46
"avaí";2017;30;"2017-10-22";"F";2;0.2687;0.5672;0.4478;0.8358;1.4030;0.0000;5.0000;1009.7700;"M";"V";1;"avaí";29.70;80.31
"chapecoense";2017;30;"2017-10-22";"C";2;0.3217;0.2797;0.3986;1.0909;1.2867;1.0000;9.0000;1005.6450;"M";"M";1;"chapecoense";64.70;89.70
"vitória";2017;30;"2017-10-22";"F";1;0.3287;0.2098;0.4336;1.2867;1.4336;1.0000;0.0000;993.2075;"E";"M";0;"bahia";47.70;80.16
"ponte preta";2017;30;"2017-10-22";"C";1;0.3147;0.2657;0.4196;1.0839;1.2937;1.0000;2.0000;1012.8650;"M";"V";0;"avaí";13.40;94.03
"bahia";2017;30;"2017-10-22";"C";2;0.2857;0.2857;0.4286;1.0000;1.2095;1.0000;7.0000;1008.5175;"E";"M";1;"bahia";55.20;126.31
"palmeiras";2017;30;"2017-10-22";"F";3;0.4545;0.3147;0.3497;1.3916;1.2028;0.0000;16.0000;1014.3650;"M";"V";1;"palmeiras";58.20;135.11
"atlético-go";2017;30;"2017-10-22";"F";0;0.2414;1.5862;0.5862;0.9655;1.5862;0.0000;3.0000;1012.5700;"M";"M";0;"santos";45.10;71.04
"fluminense";2017;30;"2017-10-22";"F";0;0.3591;0.2210;0.3812;1.2597;1.2210;0.0000;16.0000;1010.8100;"M";"M";0;"chapecoense";38.30;67.02
"grêmio";2017;30;"2017-10-22";"C";1;0.4641;0.2486;0.2873;1.1768;0.8729;1.0000;9.0000;989.2000;"M";"V";0;"palmeiras";17.10;92.41
"athlético-pr";2017;30;"2017-10-22";"C";2;0.4088;0.2320;0.3591;1.2376;1.1436;1.0000;10.0000;981.9575;"M";"M";1;"athlético-pr";30.30;86.28
"sport";2017;30;"2017-10-22";"F";1;0.3566;0.2937;0.3636;1.2098;1.2587;0.0000;6.0000;1006.5900;"M";"M";0;"athlético-pr";19.20;96.11
"são paulo";2017;30;"2017-10-22";"C";2;0.4144;0.2376;0.3481;1.2818;1.1326;1.0000;6.0000;988.6625;"M";"M";1;"são paulo";65.40;120.47
"atlético-mg";2017;30;"2017-10-22";"F";3;0.4420;0.2320;0.2873;1.4309;1.1492;1.0000;3.0000;995.4250;"E";"V";1;"atlético-mg";71.20;122.02
"corinthians";2017;30;"2017-10-23";"F";1;0.4751;0.1823;0.2155;1.2928;0.7956;1.0000;6.0000;995.9175;"E";"M";0;"botafogo-rj";23.90;120.02
"botafogo-rj";2017;30;"2017-10-23";"C";2;0.3846;0.2308;0.3846;1.1608;1.1119;1.0000;6.0000;985.1475;"E";"M";1;"botafogo-rj";50.30;129.62
"chapecoense";2017;31;"2017-10-28";"F";0;0.3264;0.2917;0.3958;1.0972;1.2778;0.0000;15.0000;1006.1450;"M";"E";0;"empate";29.60;86.42
"flamengo";2017;31;"2017-10-28";"C";0;0.4011;0.2637;0.3352;1.2418;1.1538;1.0000;9.0000;1012.0900;"E";"E";0;"empate";50.90;114.09
"athlético-pr";2017;31;"2017-10-28";"C";0;0.4121;0.2308;0.3571;1.2418;1.1429;1.0000;15.0000;981.4575;"M";"E";0;"empate";46.60;95.25
"santos";2017;31;"2017-10-28";"F";1;0.4505;0.2363;0.2967;1.3352;0.9286;0.0000;10.0000;994.9200;"M";"M";0;"são paulo";-1.10;85.66
"vasco";2017;31;"2017-10-28";"F";0;0.3113;0.4528;0.4151;1.0283;1.4528;1.0000;12.0000;1010.2550;"E";"E";0;"empate";65.10;105.66
"são paulo";2017;31;"2017-10-28";"C";2;0.4176;0.2363;0.3462;1.2857;1.1264;1.0000;12.0000;988.6625;"M";"M";1;"são paulo";61.70;122.40
"grêmio";2017;31;"2017-10-29";"F";2;0.4615;0.1044;0.2912;1.1758;0.8846;1.0000;5.0000;988.7000;"V";"E";0;"empate";42.20;65.74
"bahia";2017;31;"2017-10-29";"F";1;0.2925;0.4434;0.4245;1.0094;1.2075;1.0000;12.0000;1008.5175;"E";"E";0;"empate";35.30;129.75
"fluminense";2017;31;"2017-10-29";"C";1;0.3571;0.2582;0.3846;1.2527;1.2253;1.0000;9.0000;1010.8100;"E";"E";0;"empate";41.10;87.45
"ponte preta";2017;31;"2017-10-29";"C";1;0.3125;0.2639;0.4236;1.0833;1.2986;0.0000;1.0000;1013.8650;"V";"M";1;"ponte preta";73.60;112.31
"atlético-go";2017;31;"2017-10-29";"F";1;0.2333;1.1333;0.6000;0.9333;1.5667;1.0000;0.0000;1012.5700;"E";"E";0;"empate";51.00;76.80
"vitória";2017;31;"2017-10-29";"C";1;0.3264;0.2361;0.4375;1.2847;1.4375;1.0000;1.0000;993.2075;"E";"E";0;"empate";29.80;77.08
"atlético-mg";2017;31;"2017-10-29";"C";0;0.4451;0.2692;0.2857;1.4396;1.1484;1.0000;10.0000;994.9250;"M";"E";0;"empate";41.00;124.12
"coritiba";2017;31;"2017-10-29";"F";4;0.2967;0.2198;0.4011;1.0110;1.1648;0.0000;9.0000;1000.3350;"M";"V";1;"coritiba";76.00;92.08
"corinthians";2017;31;"2017-10-29";"F";0;0.4725;0.2088;0.2198;1.2912;0.8022;1.0000;0.0000;994.9175;"V";"M";0;"ponte preta";18.90;133.62
"avaí";2017;31;"2017-10-29";"C";2;0.2794;0.2794;0.4412;0.8529;1.3971;0.0000;11.0000;1010.2700;"V";"E";0;"empate";54.60;79.06
"sport";2017;31;"2017-10-29";"C";3;0.3542;0.2778;0.3681;1.2083;1.2639;1.0000;3.0000;1005.5900;"M";"V";0;"coritiba";60.00;110.41
"botafogo-rj";2017;31;"2017-10-29";"F";0;0.3889;0.3403;0.3819;1.1667;1.1111;0.0000;9.0000;985.6475;"M";"E";0;"empate";56.20;120.76
"cruzeiro";2017;31;"2017-10-30";"F";2;0.4890;0.1538;0.2802;1.4945;1.0275;1.0000;3.0000;965.6450;"E";"E";0;"empate";32.80;106.98
"palmeiras";2017;31;"2017-10-30";"C";2;0.4583;0.1944;0.3472;1.4028;1.2014;1.0000;18.0000;1014.3650;"E";"E";0;"empate";33.00;137.36
"fluminense";2017;32;"2017-11-04";"F";2;0.3552;0.1858;0.3825;1.2514;1.2240;0.0000;6.0000;1011.8100;"M";"V";1;"fluminense";55.10;106.34
"avaí";2017;32;"2017-11-04";"F";0;0.2754;0.7971;0.4348;0.8696;1.4058;0.0000;10.0000;1010.2700;"M";"M";0;"coritiba";32.80;78.05
"coritiba";2017;32;"2017-11-04";"C";4;0.3005;0.3005;0.3989;1.0273;1.1749;1.0000;14.0000;1000.3350;"M";"M";1;"coritiba";107.90;94.78
"santos";2017;32;"2017-11-04";"C";3;0.4481;0.2514;0.3005;1.3333;0.9344;1.0000;7.0000;994.9200;"M";"M";1;"santos";71.50;108.86
"botafogo-rj";2017;32;"2017-11-04";"C";1;0.3862;0.2345;0.3793;1.1586;1.1034;1.0000;10.0000;984.6475;"M";"V";0;"fluminense";29.20;98.71
"atlético-mg";2017;32;"2017-11-04";"F";1;0.4426;0.2514;0.2842;1.4317;1.1421;0.0000;9.0000;994.9250;"M";"M";0;"santos";26.00;117.04
"são paulo";2017;32;"2017-11-04";"F";1;0.4208;0.0328;0.3443;1.2896;1.1257;1.0000;15.0000;988.6625;"V";"V";1;"são paulo";60.40;121.90
"atlético-go";2017;32;"2017-11-04";"C";0;0.2258;0.1935;0.5806;0.9355;1.5484;0.0000;3.0000;1012.5700;"V";"V";0;"são paulo";5.00;47.86
"corinthians";2017;32;"2017-11-05";"C";3;0.4699;0.3060;0.2240;1.2842;0.8033;1.0000;1.0000;994.9175;"M";"M";1;"corinthians";36.70;142.81
